batch_id,crop_type,variety,origin_region,harvest_datetime,harvest_weight_kg,initial_quality_score,harvest_temperature_c,harvest_conditions,field_precooled
BAT-000250,apples,Gala,North,2024-08-28 09:45:00,9896.8,85.1,25.7,Optimal Dry,True
BAT-000251,plums,Stanley,North,2024-10-05 11:00:00,4044.3,87.4,18.4,Humid,False
BAT-000252,apples,Fuji,Centre,2024-09-29 07:45:00,6591.2,87.8,16.7,Humid,True
BAT-000253,apples,Golden Delicious,North,2024-08-31 13:45:00,7015.8,97.3,31.9,Hot / Sun-Exposed,False
BAT-000254,pears,Ksenia,North,2024-10-13 09:00:00,3424.5,99.0,7.2,Humid,False
BAT-000255,plums,Kabardinka,South,2024-08-12 14:30:00,9451.5,90.5,29.8,Hot / Sun-Exposed,True
BAT-000256,apples,Fuji,North,2024-09-12 11:30:00,6877.4,95.1,23.1,Optimal Dry,True
BAT-000257,table_grapes,Codreanca,South,2024-09-25 07:45:00,6658.6,92.1,14.8,Humid,False
BAT-000258,apples,Golden Delicious,North,2024-10-09 14:30:00,14898.7,87.4,20.4,Optimal Dry,False
BAT-000259,table_grapes,Victoria,South,2024-10-06 08:45:00,7411.8,95.9,18.5,Humid,True
BAT-000260,table_grapes,Moldova,South,2024-09-05 10:15:00,3935.3,86.6,22.0,Optimal Dry,True
BAT-000261,apples,Gala,North,2024-09-21 06:00:00,12625.6,94.7,11.5,Optimal Dry,True
BAT-000262,tomatoes,Bobcat,South,2024-10-01 07:15:00,3835.5,88.8,8.6,Humid,True
BAT-000263,plums,President,Centre,2024-08-06 08:45:00,7070.3,96.6,20.7,Optimal Dry,False
BAT-000264,plums,Anna Späth,Centre,2024-08-03 06:45:00,2859.1,93.7,22.3,Optimal Dry,False
BAT-000265,apples,Idared,Centre,2024-10-09 11:00:00,9213.8,90.9,17.4,Optimal Dry,False
BAT-000266,table_grapes,Moldova,Centre,2024-09-20 09:15:00,3297.9,94.6,13.8,Optimal Dry,True
BAT-000267,pears,Conference,Centre,2024-09-06 14:30:00,5739.1,91.4,26.5,Optimal Dry,False
BAT-000268,apples,Idared,North,2024-09-17 14:15:00,10453.7,92.9,23.2,Optimal Dry,True
BAT-000269,apples,Fuji,North,2024-10-04 11:30:00,8300.2,88.3,20.7,Optimal Dry,True
BAT-000270,tomatoes,Cherry,South,2024-10-04 07:15:00,3566.1,90.1,14.9,Humid,True
BAT-000271,strawberries,Marmolada,Centre,2024-06-24 11:30:00,1976.1,89.6,22.7,Optimal Dry,False
BAT-000272,apricots,Krasnoshchoky,North,2024-07-15 13:00:00,5824.2,90.5,36.5,Hot / Sun-Exposed,False
BAT-000273,apples,Jonagold,North,2024-08-25 13:45:00,7878.9,85.5,32.4,Hot / Sun-Exposed,False
BAT-000274,apples,Gala,North,2024-08-20 09:45:00,11793.8,93.4,29.2,Hot / Sun-Exposed,False
BAT-000275,table_grapes,Moldova,South,2024-09-04 06:00:00,3095.2,89.8,18.5,Optimal Dry,True
BAT-000276,apples,Granny Smith,North,2024-08-28 11:00:00,9246.7,92.3,27.4,Optimal Dry,True
BAT-000277,tomatoes,Rio Grande,Centre,2024-07-06 10:00:00,2548.0,96.7,24.5,Optimal Dry,False
BAT-000278,tomatoes,Rio Grande,South,2024-08-21 07:45:00,3785.5,87.0,22.5,Optimal Dry,False
BAT-000279,apples,Gala,North,2024-09-24 10:30:00,13516.6,91.1,20.5,Optimal Dry,False
BAT-000280,tomatoes,Cherry,North,2024-07-31 14:15:00,2073.6,95.3,26.5,Optimal Dry,False
BAT-000281,apples,Fuji,Centre,2024-09-20 11:00:00,12717.6,90.4,17.9,Optimal Dry,False
BAT-000282,apples,Golden Delicious,North,2024-09-06 10:15:00,8425.5,90.8,23.2,Optimal Dry,False
BAT-000283,apples,Jonagold,North,2024-09-22 06:15:00,14604.2,92.0,11.3,Humid,False
BAT-000284,table_grapes,Victoria,Centre,2024-09-12 13:30:00,3336.8,93.3,25.1,Optimal Dry,True
BAT-000285,apples,Golden Delicious,North,2024-10-24 10:45:00,4097.7,89.1,9.9,Optimal Dry,True
BAT-000286,tomatoes,Rio Grande,South,2024-09-13 06:15:00,3931.9,90.2,17.1,Humid,True
BAT-000287,tomatoes,Cherry,Centre,2024-10-09 08:45:00,6516.8,88.3,13.8,Humid,False
BAT-000288,table_grapes,Moldova,North,2024-09-05 09:00:00,6753.2,99.0,22.5,Optimal Dry,False
BAT-000289,pears,Ksenia,South,2024-10-09 06:00:00,7193.8,89.3,12.9,Humid,True
BAT-000290,table_grapes,Muscat de Hamburg,Centre,2024-09-29 13:00:00,3218.3,92.8,20.2,Optimal Dry,False
BAT-000291,plums,Anna Späth,Centre,2024-09-12 10:30:00,7002.0,86.1,20.8,Optimal Dry,True
BAT-000292,apples,Golden Delicious,North,2024-09-17 09:00:00,4109.8,91.7,18.2,Optimal Dry,True
BAT-000293,pears,Williams,South,2024-09-22 12:45:00,11588.4,87.3,22.8,Optimal Dry,False
BAT-000294,table_grapes,Victoria,South,2024-09-29 10:30:00,6229.5,88.8,18.7,Humid,True
BAT-000295,apples,Gala,North,2024-10-01 11:15:00,9484.1,88.8,10.3,Humid,False
BAT-000296,apples,Fuji,North,2024-09-11 07:00:00,12389.7,95.3,17.7,Humid,False
BAT-000297,apples,Fuji,North,2024-09-20 06:00:00,12668.4,91.1,9.7,Optimal Dry,True
BAT-000298,tomatoes,Primadonna,South,2024-08-04 08:30:00,5824.4,90.9,21.1,Optimal Dry,True
BAT-000299,tomatoes,Cherry,South,2024-09-29 09:00:00,5111.9,92.4,17.7,Humid,False
BAT-000300,table_grapes,Codreanca,South,2024-09-07 14:30:00,7957.9,89.9,25.3,Optimal Dry,True
BAT-000301,apples,Fuji,North,2024-09-04 06:00:00,5076.3,94.9,19.9,Optimal Dry,True
BAT-000302,raspberries,Novokitaevskaya,North,2024-08-11 10:00:00,2458.7,91.6,25.3,Optimal Dry,True
BAT-000303,tomatoes,Primadonna,North,2024-07-03 14:15:00,4438.7,94.2,22.8,Optimal Dry,True
BAT-000304,apples,Gala,North,2024-09-13 08:15:00,4459.2,82.5,17.1,Humid,True
BAT-000305,table_grapes,Moldova,South,2024-09-23 08:30:00,3313.6,90.6,14.3,Optimal Dry,False
BAT-000306,plums,Anna Späth,South,2024-08-29 13:30:00,7330.3,93.0,27.3,Optimal Dry,False
BAT-000307,apples,Idared,North,2024-09-15 14:45:00,6566.1,89.9,16.4,Post-Rain,True
BAT-000308,apples,Fuji,North,2024-10-24 13:15:00,8822.2,93.8,12.5,Optimal Dry,True
BAT-000309,apples,Idared,Centre,2024-09-04 09:00:00,4531.0,91.3,20.7,Optimal Dry,False
BAT-000310,table_grapes,Codreanca,South,2024-10-17 10:00:00,6118.2,81.8,7.3,Optimal Dry,True
BAT-000311,apples,Fuji,North,2024-09-09 11:30:00,5890.1,89.6,25.2,Optimal Dry,True
BAT-000312,apples,Jonagold,North,2024-10-05 10:00:00,14910.0,86.1,17.7,Humid,True
BAT-000313,tomatoes,Rio Grande,South,2024-07-21 08:30:00,5188.7,95.0,24.2,Optimal Dry,False
BAT-000314,plums,President,South,2024-08-13 07:00:00,2504.2,85.4,20.8,Optimal Dry,True
BAT-000315,apples,Fuji,Centre,2024-09-29 10:45:00,9065.3,92.3,18.8,Optimal Dry,False
BAT-000316,apples,Idared,South,2024-09-12 14:00:00,6102.2,91.6,24.1,Optimal Dry,True
BAT-000317,plums,Stanley,Centre,2024-08-16 14:15:00,8366.9,92.1,32.0,Hot / Sun-Exposed,False
BAT-000318,tomatoes,Primadonna,North,2024-09-09 06:30:00,2602.3,93.0,12.0,Optimal Dry,True
BAT-000319,apples,Idared,North,2024-09-19 06:15:00,5511.0,83.5,13.3,Post-Rain,False
BAT-000320,table_grapes,Codreanca,Centre,2024-10-05 09:45:00,6457.8,92.6,18.0,Humid,True
BAT-000321,plums,President,Centre,2024-10-06 12:30:00,3205.8,92.2,19.2,Optimal Dry,True
BAT-000322,plums,Stanley,South,2024-09-09 07:00:00,6302.1,88.7,12.4,Optimal Dry,False
BAT-000323,apples,Fuji,Centre,2024-08-30 07:30:00,6430.7,90.1,23.0,Optimal Dry,True
BAT-000324,plums,Stanley,Centre,2024-09-07 11:45:00,6874.1,96.7,24.1,Optimal Dry,False
BAT-000325,apples,Idared,North,2024-08-22 14:30:00,9783.3,92.0,28.8,Hot / Sun-Exposed,True
BAT-000326,apples,Gala,Centre,2024-09-24 13:45:00,11343.3,90.3,25.5,Optimal Dry,False
BAT-000327,tomatoes,Bobcat,Centre,2024-09-11 08:15:00,5070.0,91.3,17.5,Humid,False
BAT-000328,tomatoes,Cherry,Centre,2024-07-11 06:15:00,2729.2,99.0,23.0,Optimal Dry,True
BAT-000329,table_grapes,Victoria,South,2024-10-22 07:30:00,5697.9,89.2,2.1,Humid,True
BAT-000330,plums,Anna Späth,North,2024-10-09 06:15:00,6897.9,92.3,10.9,Humid,False
BAT-000331,tomatoes,Primadonna,South,2024-09-02 09:00:00,4204.2,91.3,22.8,Optimal Dry,True
BAT-000332,plums,Stanley,Centre,2024-08-13 08:30:00,5880.2,89.2,21.1,Optimal Dry,True
BAT-000333,tomatoes,Cherry,Centre,2024-07-08 10:00:00,2665.6,93.7,27.6,Optimal Dry,False
BAT-000334,apples,Idared,North,2024-10-08 08:15:00,5264.1,87.4,8.5,Humid,False
BAT-000335,apples,Gala,North,2024-08-26 12:00:00,8538.3,94.6,33.1,Hot / Sun-Exposed,False
BAT-000336,plums,Anna Späth,Centre,2024-10-03 09:00:00,6522.2,92.9,13.0,Optimal Dry,False
BAT-000337,plums,Stanley,Centre,2024-08-20 14:45:00,8754.5,92.3,33.9,Hot / Sun-Exposed,True
BAT-000338,apples,Golden Delicious,North,2024-10-03 10:00:00,5561.7,94.5,15.1,Optimal Dry,True
BAT-000339,plums,Stanley,South,2024-09-04 11:30:00,2579.2,95.8,25.3,Optimal Dry,True
BAT-000340,plums,Kabardinka,South,2024-09-23 12:15:00,5635.3,90.3,22.5,Optimal Dry,True
BAT-000341,plums,Kabardinka,Centre,2024-08-06 11:15:00,6691.6,84.3,19.8,Optimal Dry,False
BAT-000342,apples,Fuji,North,2024-10-06 11:45:00,14759.9,94.1,17.7,Optimal Dry,False
BAT-000343,plums,Kabardinka,Centre,2024-08-09 10:45:00,3278.8,88.3,29.3,Hot / Sun-Exposed,True
BAT-000344,table_grapes,Muscat de Hamburg,South,2024-09-08 14:15:00,4068.1,92.1,25.0,Optimal Dry,False
BAT-000345,apples,Idared,North,2024-09-09 11:30:00,12576.0,89.0,25.2,Optimal Dry,False
BAT-000346,pears,Ksenia,Centre,2024-10-15 11:00:00,5222.1,97.6,12.2,Optimal Dry,False
BAT-000347,plums,President,Centre,2024-09-22 08:45:00,8137.9,96.5,15.7,Optimal Dry,True
BAT-000348,tomatoes,Primadonna,Centre,2024-08-08 11:00:00,5152.9,90.2,27.0,Optimal Dry,False
BAT-000349,pears,Conference,Centre,2024-08-27 06:15:00,3195.8,90.0,24.7,Optimal Dry,True
BAT-000350,plums,Kabardinka,North,2024-08-08 10:30:00,3297.9,98.6,24.8,Optimal Dry,False
BAT-000351,table_grapes,Moldova,South,2024-10-12 09:30:00,3123.5,84.1,14.4,Optimal Dry,False
BAT-000352,strawberries,Asia,North,2024-05-29 14:00:00,1321.7,98.4,18.1,Post-Rain,True
BAT-000353,apples,Jonagold,North,2024-09-20 14:00:00,10276.7,89.8,21.6,Optimal Dry,False
BAT-000354,apples,Jonagold,North,2024-09-28 11:00:00,13100.6,85.5,22.0,Optimal Dry,False
BAT-000355,table_grapes,Muscat de Hamburg,Centre,2024-09-21 13:30:00,5115.8,88.5,23.1,Optimal Dry,False
BAT-000356,table_grapes,Muscat de Hamburg,South,2024-10-01 12:45:00,5911.1,84.0,10.8,Optimal Dry,True
BAT-000357,pears,Williams,Centre,2024-09-17 12:00:00,6835.0,94.3,22.5,Optimal Dry,False
BAT-000358,tomatoes,Primadonna,Centre,2024-09-16 07:00:00,5124.7,90.0,16.9,Optimal Dry,False
BAT-000359,table_grapes,Codreanca,Centre,2024-09-03 08:45:00,4248.6,87.2,23.1,Optimal Dry,True
BAT-000360,tomatoes,Cherry,North,2024-08-21 11:45:00,4169.7,94.5,32.4,Hot / Sun-Exposed,False
BAT-000361,plums,Kabardinka,South,2024-09-21 13:30:00,5508.8,87.4,23.5,Optimal Dry,False
BAT-000362,apples,Jonagold,North,2024-10-22 14:00:00,11294.8,82.5,17.1,Optimal Dry,True
BAT-000363,table_grapes,Muscat de Hamburg,South,2024-09-24 07:00:00,3042.2,90.1,13.1,Humid,False
BAT-000364,plums,President,South,2024-08-03 14:00:00,5740.4,92.9,33.6,Hot / Sun-Exposed,False
BAT-000365,table_grapes,Codreanca,South,2024-09-19 13:15:00,5000.7,95.1,18.2,Optimal Dry,False
BAT-000366,apples,Golden Delicious,South,2024-10-14 14:45:00,14664.7,86.3,17.3,Optimal Dry,True
BAT-000367,tomatoes,Primadonna,North,2024-09-10 07:45:00,6216.0,84.1,17.4,Optimal Dry,True
BAT-000368,strawberries,Clery,Centre,2024-05-20 08:00:00,2366.8,89.4,13.6,Optimal Dry,False
BAT-000369,table_grapes,Muscat de Hamburg,South,2024-10-18 10:45:00,4713.2,95.2,8.8,Optimal Dry,False
BAT-000370,apples,Golden Delicious,North,2024-08-23 06:00:00,12245.8,99.0,16.9,Optimal Dry,True
BAT-000371,table_grapes,Codreanca,South,2024-10-04 14:30:00,6384.7,89.9,23.3,Optimal Dry,False
BAT-000372,raspberries,Novokitaevskaya,North,2024-08-14 08:45:00,1311.7,87.3,20.5,Optimal Dry,False
BAT-000373,raspberries,Novokitaevskaya,Centre,2024-06-30 06:30:00,1206.4,94.4,19.2,Optimal Dry,True
BAT-000374,tomatoes,Rio Grande,North,2024-07-30 07:15:00,2759.8,99.0,17.6,Optimal Dry,False
BAT-000375,plums,Anna Späth,North,2024-09-20 06:00:00,8010.4,92.9,9.7,Optimal Dry,False
BAT-000376,tomatoes,Primadonna,South,2024-08-16 07:00:00,5200.8,90.8,20.7,Optimal Dry,True
BAT-000377,table_grapes,Codreanca,South,2024-09-06 12:15:00,5328.7,91.3,20.1,Post-Rain,True
BAT-000378,apples,Idared,North,2024-09-08 06:15:00,14481.2,86.8,12.6,Optimal Dry,True
BAT-000379,apples,Golden Delicious,North,2024-10-23 13:00:00,10567.9,87.5,15.6,Optimal Dry,False
BAT-000380,apples,Gala,North,2024-10-16 11:30:00,7968.7,95.7,10.0,Optimal Dry,True
BAT-000381,plums,Kabardinka,South,2024-09-03 12:00:00,6828.7,90.5,29.8,Hot / Sun-Exposed,False
BAT-000382,table_grapes,Moldova,Centre,2024-10-08 14:45:00,6361.6,91.3,20.0,Optimal Dry,False
BAT-000383,pears,Williams,South,2024-10-05 06:30:00,9142.3,90.3,15.4,Humid,False
BAT-000384,apples,Jonagold,North,2024-09-27 09:45:00,12322.2,87.9,21.5,Optimal Dry,False
BAT-000385,table_grapes,Codreanca,Centre,2024-10-09 09:30:00,3082.4,99.0,15.9,Optimal Dry,False
BAT-000386,apples,Golden Delicious,North,2024-10-21 07:30:00,10401.5,88.8,0.1,Humid,False
BAT-000387,apples,Golden Delicious,North,2024-09-22 08:00:00,11006.6,93.8,12.3,Optimal Dry,False
BAT-000388,tomatoes,Cherry,Centre,2024-07-01 08:00:00,2494.6,93.3,23.6,Optimal Dry,False
BAT-000389,apples,Idared,North,2024-08-28 12:00:00,13913.1,97.3,28.9,Hot / Sun-Exposed,False
BAT-000390,table_grapes,Codreanca,South,2024-09-05 08:30:00,3442.5,91.4,18.8,Optimal Dry,False
BAT-000391,table_grapes,Moldova,South,2024-09-09 11:45:00,5902.2,86.4,23.7,Optimal Dry,True
BAT-000392,table_grapes,Moldova,Centre,2024-09-17 09:15:00,6317.1,88.6,18.7,Optimal Dry,False
BAT-000393,apples,Fuji,North,2024-10-04 07:30:00,12072.1,86.7,14.4,Humid,False
BAT-000394,apples,Golden Delicious,North,2024-10-02 12:30:00,6926.7,88.5,14.9,Optimal Dry,False
BAT-000395,plums,Kabardinka,Centre,2024-09-19 08:45:00,5240.3,95.0,15.2,Optimal Dry,True
BAT-000396,apples,Granny Smith,North,2024-09-24 09:30:00,5716.0,92.6,20.5,Optimal Dry,False
BAT-000397,plums,Stanley,South,2024-10-03 10:45:00,2969.5,87.2,17.3,Optimal Dry,True
BAT-000398,tomatoes,Bobcat,South,2024-09-17 14:00:00,4473.0,95.6,21.4,Optimal Dry,True
BAT-000399,tomatoes,Rio Grande,South,2024-10-10 11:15:00,3145.7,94.8,17.9,Optimal Dry,False
BAT-000400,table_grapes,Codreanca,South,2024-10-02 09:15:00,4049.0,88.5,10.6,Optimal Dry,False
BAT-000401,apples,Idared,North,2024-10-22 12:30:00,13152.1,90.4,14.3,Optimal Dry,False
BAT-000402,apples,Fuji,North,2024-09-26 11:45:00,13303.7,91.7,21.9,Optimal Dry,False
BAT-000403,tomatoes,Cherry,North,2024-07-09 14:00:00,3543.2,91.3,32.5,Hot / Sun-Exposed,False
BAT-000404,plums,Kabardinka,South,2024-09-01 07:45:00,4686.1,89.5,21.7,Optimal Dry,False
BAT-000405,apples,Jonagold,North,2024-10-04 10:45:00,9259.4,94.6,19.5,Optimal Dry,True
BAT-000406,table_grapes,Victoria,South,2024-09-29 06:15:00,6535.3,89.6,15.1,Humid,True
BAT-000407,apples,Idared,North,2024-09-11 08:30:00,11669.0,84.3,19.5,Optimal Dry,True
BAT-000408,apples,Idared,North,2024-08-22 07:30:00,14245.0,86.9,21.3,Optimal Dry,False
BAT-000409,plums,Anna Späth,Centre,2024-09-04 08:00:00,6725.2,96.6,19.3,Optimal Dry,True
BAT-000410,plums,Kabardinka,Centre,2024-09-30 13:00:00,9320.2,82.5,17.5,Optimal Dry,False
BAT-000411,plums,President,North,2024-09-01 14:15:00,6396.0,90.9,32.7,Hot / Sun-Exposed,False
BAT-000412,apples,Golden Delicious,Centre,2024-09-05 14:00:00,12009.1,91.5,22.8,Optimal Dry,True
BAT-000413,apples,Golden Delicious,North,2024-10-03 09:45:00,5466.2,87.7,15.1,Optimal Dry,False
BAT-000414,strawberries,Alba,Centre,2024-05-22 07:45:00,1101.9,98.4,16.5,Optimal Dry,True
BAT-000415,plums,Stanley,Centre,2024-08-10 12:15:00,4837.7,85.5,25.6,Optimal Dry,True
BAT-000416,apples,Idared,Centre,2024-09-18 10:00:00,7141.9,99.0,19.5,Optimal Dry,False
BAT-000417,plums,President,Centre,2024-08-27 10:30:00,3758.1,95.0,25.7,Optimal Dry,True
BAT-000418,tomatoes,Primadonna,South,2024-07-17 08:45:00,6897.8,91.0,30.8,Hot / Sun-Exposed,False
BAT-000419,tomatoes,Cherry,North,2024-07-19 06:15:00,5838.1,95.8,21.0,Humid,False
BAT-000420,tomatoes,Cherry,North,2024-08-09 09:00:00,3045.0,82.3,25.2,Optimal Dry,False
BAT-000421,apples,Gala,North,2024-10-02 14:45:00,10380.5,89.1,17.8,Optimal Dry,True
BAT-000422,apples,Golden Delicious,North,2024-09-04 07:30:00,6846.1,94.9,19.4,Optimal Dry,True
BAT-000423,table_grapes,Moldova,South,2024-10-18 14:30:00,3439.5,87.6,11.6,Optimal Dry,True
BAT-000424,apples,Jonagold,North,2024-09-17 14:30:00,10477.0,95.0,23.2,Optimal Dry,True
BAT-000425,pears,Ksenia,Centre,2024-09-13 08:15:00,8414.8,97.3,17.4,Humid,False
BAT-000426,pears,Abate Fetel,North,2024-09-26 09:45:00,7928.3,95.2,19.3,Optimal Dry,False
BAT-000427,pears,Abate Fetel,Centre,2024-10-03 07:45:00,10895.7,97.5,10.7,Humid,False
BAT-000428,apples,Golden Delicious,North,2024-09-11 14:00:00,13613.0,90.5,25.7,Optimal Dry,True
BAT-000429,tomatoes,Primadonna,Centre,2024-09-15 10:30:00,6196.5,87.1,16.5,Optimal Dry,True
BAT-000430,apples,Jonagold,North,2024-09-16 10:15:00,8390.7,98.0,18.2,Optimal Dry,True
BAT-000431,apples,Gala,North,2024-09-25 09:45:00,4293.6,88.5,19.0,Optimal Dry,True
BAT-000432,apples,Fuji,North,2024-09-18 06:45:00,7372.0,90.7,14.9,Optimal Dry,False
BAT-000433,apples,Golden Delicious,Centre,2024-08-20 08:30:00,13317.4,99.0,22.3,Optimal Dry,False
BAT-000434,table_grapes,Moldova,Centre,2024-09-19 08:45:00,5930.9,92.2,15.2,Optimal Dry,False
BAT-000435,apricots,Nadejda,Centre,2024-07-25 09:45:00,4626.6,93.7,22.1,Optimal Dry,False
BAT-000436,apples,Fuji,North,2024-10-15 08:45:00,8570.9,93.9,7.7,Optimal Dry,False
BAT-000437,table_grapes,Moldova,Centre,2024-10-06 10:30:00,3810.8,92.8,17.4,Humid,True
BAT-000438,apples,Gala,North,2024-08-21 14:30:00,8371.8,93.7,34.4,Hot / Sun-Exposed,False
BAT-000439,apples,Idared,North,2024-09-29 14:30:00,8968.8,87.9,18.5,Optimal Dry,True
BAT-000440,table_grapes,Codreanca,South,2024-10-12 13:30:00,3715.7,88.6,15.5,Optimal Dry,True
BAT-000441,apples,Golden Delicious,North,2024-09-27 06:00:00,8920.5,91.2,16.4,Humid,True
BAT-000442,pears,Conference,South,2024-10-02 08:00:00,9732.9,91.3,9.3,Optimal Dry,False
BAT-000443,table_grapes,Moldova,South,2024-09-25 06:00:00,2518.6,95.3,13.9,Humid,True
BAT-000444,tomatoes,Bobcat,South,2024-08-29 14:00:00,2655.1,94.3,27.3,Optimal Dry,False
BAT-000445,table_grapes,Codreanca,Centre,2024-10-07 08:00:00,5946.4,80.4,12.3,Humid,True
BAT-000446,plums,President,Centre,2024-09-03 13:15:00,5665.9,89.2,28.9,Hot / Sun-Exposed,False
BAT-000447,plums,Kabardinka,Centre,2024-08-02 09:45:00,9734.8,85.1,22.9,Optimal Dry,False
BAT-000448,apples,Granny Smith,North,2024-08-30 09:00:00,4822.0,90.4,24.9,Optimal Dry,False
BAT-000449,apples,Fuji,North,2024-09-06 14:45:00,5294.6,99.0,27.3,Optimal Dry,False
BAT-000450,strawberries,Clery,North,2024-05-22 10:00:00,1828.6,92.3,21.6,Optimal Dry,False
BAT-000451,apples,Fuji,North,2024-10-25 14:45:00,12839.4,93.5,13.3,Optimal Dry,False
BAT-000452,apricots,Kioto,North,2024-07-01 07:45:00,4975.8,83.1,25.8,Optimal Dry,False
BAT-000453,plums,Anna Späth,Centre,2024-08-05 08:30:00,8178.3,88.3,19.4,Optimal Dry,True
BAT-000454,apples,Idared,Centre,2024-09-26 12:15:00,11124.9,88.4,22.2,Optimal Dry,True
BAT-000455,apples,Granny Smith,North,2024-09-17 09:15:00,14304.0,96.4,18.2,Optimal Dry,False
BAT-000456,apples,Gala,Centre,2024-09-17 07:30:00,6501.7,85.8,18.4,Optimal Dry,False
BAT-000457,apples,Fuji,North,2024-10-12 08:15:00,14986.3,95.5,12.0,Humid,True
BAT-000458,apples,Jonagold,North,2024-09-23 10:30:00,5080.2,92.2,18.7,Optimal Dry,True
BAT-000459,plums,Kabardinka,Centre,2024-08-22 11:45:00,9821.5,83.4,29.0,Hot / Sun-Exposed,False
BAT-000460,raspberries,Polana,North,2024-06-27 09:00:00,533.4,85.3,24.4,Optimal Dry,False
BAT-000461,plums,President,Centre,2024-08-10 09:45:00,9188.9,94.0,24.1,Optimal Dry,True
BAT-000462,apples,Jonagold,North,2024-08-30 13:30:00,14176.6,86.4,32.0,Hot / Sun-Exposed,False
BAT-000463,tomatoes,Primadonna,Centre,2024-08-24 11:30:00,2360.8,86.0,26.3,Optimal Dry,True
BAT-000464,apples,Golden Delicious,North,2024-09-16 12:00:00,8863.7,86.2,19.3,Optimal Dry,False
BAT-000465,table_grapes,Muscat de Hamburg,Centre,2024-09-08 09:30:00,5283.0,86.2,19.7,Optimal Dry,False
BAT-000466,apples,Granny Smith,North,2024-08-21 14:45:00,14704.4,95.8,34.7,Hot / Sun-Exposed,True
BAT-000467,apples,Idared,North,2024-09-28 10:45:00,6604.3,95.8,22.0,Optimal Dry,False
BAT-000468,plums,Anna Späth,North,2024-08-24 06:30:00,5303.4,99.0,15.0,Optimal Dry,False
BAT-000469,apples,Fuji,North,2024-10-04 10:45:00,14123.6,87.2,19.5,Optimal Dry,False
BAT-000470,plums,Anna Späth,Centre,2024-09-08 06:30:00,2981.1,96.9,13.1,Optimal Dry,False
BAT-000471,table_grapes,Moldova,Centre,2024-10-18 12:45:00,4178.0,97.9,10.3,Optimal Dry,False
BAT-000472,table_grapes,Codreanca,Centre,2024-09-09 09:00:00,2683.5,99.0,18.1,Optimal Dry,False
BAT-000473,table_grapes,Victoria,South,2024-09-02 11:30:00,7402.6,91.4,28.2,Hot / Sun-Exposed,False
BAT-000474,plums,Stanley,Centre,2024-09-29 13:00:00,9974.1,93.2,20.2,Optimal Dry,True
BAT-000475,plums,Stanley,Centre,2024-10-07 08:30:00,5184.3,92.3,12.3,Humid,True
BAT-000476,table_grapes,Victoria,Centre,2024-09-24 12:00:00,7373.5,91.9,24.1,Optimal Dry,True
BAT-000477,table_grapes,Muscat de Hamburg,South,2024-09-27 07:00:00,6055.4,92.3,16.7,Humid,True
BAT-000478,tomatoes,Primadonna,Centre,2024-07-30 13:00:00,5133.7,86.9,24.0,Optimal Dry,False
BAT-000479,apples,Gala,North,2024-09-26 09:00:00,13617.6,90.6,17.8,Humid,False
BAT-000480,tomatoes,Primadonna,North,2024-07-21 06:15:00,5119.9,90.5,21.1,Optimal Dry,True
BAT-000481,pears,Williams,Centre,2024-09-11 09:30:00,11491.8,93.6,21.1,Optimal Dry,True
BAT-000482,apples,Granny Smith,North,2024-10-21 14:45:00,9434.6,91.9,14.0,Optimal Dry,False
BAT-000483,apples,Idared,North,2024-10-03 12:30:00,4027.0,87.7,18.6,Optimal Dry,True
BAT-000484,plums,Anna Späth,South,2024-09-25 07:30:00,2584.2,86.0,14.8,Humid,True
BAT-000485,plums,Anna Späth,South,2024-08-08 12:30:00,7537.9,88.8,28.0,Optimal Dry,False
BAT-000486,apples,Golden Delicious,North,2024-09-27 11:45:00,11262.2,93.7,25.4,Optimal Dry,False
BAT-000487,plums,Kabardinka,North,2024-09-16 13:45:00,7765.6,86.9,21.6,Optimal Dry,False
BAT-000488,apples,Gala,North,2024-09-10 11:15:00,10213.9,98.9,23.9,Optimal Dry,False
BAT-000489,apples,Granny Smith,North,2024-09-29 13:30:00,10528.2,93.0,18.5,Optimal Dry,False
BAT-000490,plums,Kabardinka,South,2024-10-10 12:45:00,8912.2,94.9,20.7,Optimal Dry,True
BAT-000491,tomatoes,Cherry,Centre,2024-08-01 06:45:00,5968.9,90.2,18.1,Optimal Dry,True
BAT-000492,table_grapes,Codreanca,South,2024-10-02 12:30:00,2559.9,88.0,15.5,Optimal Dry,False
BAT-000493,plums,Kabardinka,North,2024-08-17 13:00:00,3577.1,87.1,31.4,Hot / Sun-Exposed,False
BAT-000494,pears,Ksenia,North,2024-09-15 10:45:00,9700.0,90.6,16.9,Optimal Dry,False
BAT-000495,table_grapes,Codreanca,South,2024-10-23 06:00:00,4118.9,83.9,5.6,Humid,False
BAT-000496,pears,Williams,North,2024-10-08 06:00:00,7956.7,89.0,8.2,Humid,True
BAT-000497,apples,Golden Delicious,North,2024-09-08 06:00:00,7871.4,90.2,12.6,Optimal Dry,False
BAT-000498,pears,Williams,North,2024-08-29 14:30:00,8645.1,92.4,29.5,Hot / Sun-Exposed,True
BAT-000499,table_grapes,Victoria,Centre,2024-09-23 12:15:00,3546.6,88.0,23.4,Optimal Dry,True
BAT-000500,table_grapes,Muscat de Hamburg,South,2024-10-04 13:30:00,3945.6,88.8,23.3,Optimal Dry,True
