batch_id,quality_status,loss_fraction_pct,quality_score,economic_loss_eur
BAT-000578,degraded,7.42,85.7,438.26
BAT-000579,severe_degradation,23.48,61.1,1313.27
BAT-000580,optimal,4.22,92.1,144.83
BAT-000581,degraded,14.44,76.3,383.99
BAT-000582,optimal,4.15,94.2,242.35
BAT-000583,severe_degradation,31.09,46.3,1159.02
BAT-000584,degraded,13.25,75.1,329.03
BAT-000585,degraded,7.73,85.0,679.0
BAT-000586,severe_degradation,16.01,72.9,641.6
BAT-000587,severe_degradation,16.97,71.1,537.8
BAT-000588,lost,35.35,39.7,2324.53
BAT-000589,degraded,7.5,86.6,530.23
BAT-000590,degraded,13.33,77.2,968.27
BAT-000591,degraded,14.37,76.2,947.71
BAT-000592,degraded,11.28,81.4,777.53
BAT-000593,degraded,9.09,85.3,806.8
BAT-000594,optimal,1.75,97.1,155.92
BAT-000595,optimal,2.8,93.7,164.0
BAT-000596,optimal,3.79,93.0,322.32
BAT-000597,optimal,2.81,95.3,265.73
BAT-000598,optimal,4.96,89.8,356.21
BAT-000599,degraded,7.14,88.2,502.9
BAT-000600,severe_degradation,21.16,63.5,633.4
BAT-000601,severe_degradation,17.54,70.2,1254.12
BAT-000602,optimal,4.12,93.3,132.5
BAT-000603,optimal,1.17,96.2,85.4
BAT-000604,optimal,3.52,94.3,315.35
BAT-000605,severe_degradation,30.94,48.1,1341.34
BAT-000606,severe_degradation,24.14,58.7,1965.33
BAT-000607,severe_degradation,33.97,42.8,2951.62
BAT-000608,lost,90.31,5.0,4444.38
BAT-000609,optimal,4.74,92.5,136.72
BAT-000610,optimal,3.94,94.6,272.44
BAT-000611,severe_degradation,17.9,70.0,542.38
BAT-000612,severe_degradation,16.42,72.6,1464.87
BAT-000613,lost,54.58,7.9,4669.7
BAT-000614,severe_degradation,19.2,66.7,1318.16
BAT-000615,degraded,10.08,83.1,942.42
BAT-000616,degraded,6.31,89.8,191.86
BAT-000617,degraded,13.98,76.9,1027.13
BAT-000618,severe_degradation,15.24,74.0,667.65
BAT-000619,lost,48.53,16.5,2850.58
BAT-000620,degraded,11.18,80.1,400.51
BAT-000621,degraded,8.51,86.0,737.65
BAT-000622,degraded,5.51,90.6,164.21
BAT-000623,optimal,2.18,97.2,124.24
BAT-000624,severe_degradation,15.16,72.2,1190.01
BAT-000625,optimal,1.23,98.3,45.89
BAT-000626,degraded,14.24,76.2,410.44
BAT-000627,severe_degradation,19.11,67.2,1791.56
BAT-000628,severe_degradation,23.13,60.3,909.79
BAT-000629,lost,51.71,10.6,4128.4
BAT-000630,severe_degradation,21.08,63.8,925.65
BAT-000631,degraded,13.86,76.6,1152.74
BAT-000632,degraded,6.49,89.5,585.6
BAT-000633,degraded,14.84,74.0,1152.03
BAT-000634,degraded,13.89,77.3,729.78
BAT-000635,degraded,11.13,80.7,528.15
BAT-000636,lost,86.55,5.0,2664.91
BAT-000637,optimal,3.69,93.9,200.35
BAT-000638,degraded,8.46,85.7,414.27
BAT-000639,degraded,7.59,87.0,446.6
BAT-000640,degraded,12.57,78.4,412.69
BAT-000641,severe_degradation,24.29,57.0,633.42
BAT-000642,optimal,1.96,98.0,73.53
BAT-000643,degraded,13.3,76.9,684.49
BAT-000644,degraded,12.71,77.8,1231.57
BAT-000645,severe_degradation,24.91,55.8,1220.48
BAT-000646,degraded,11.15,79.4,456.85
BAT-000647,severe_degradation,21.37,64.2,1056.37
BAT-000648,optimal,4.76,91.5,214.09
BAT-000649,degraded,9.93,83.4,291.46
BAT-000650,lost,78.0,5.0,5541.3
BAT-000651,severe_degradation,22.01,61.8,896.9
BAT-000652,degraded,9.61,81.5,671.98
BAT-000653,degraded,14.41,75.8,968.06
BAT-000654,lost,41.49,29.5,2226.6
BAT-000655,severe_degradation,18.25,68.0,1315.18
BAT-000656,severe_degradation,16.12,74.4,1417.9
BAT-000657,severe_degradation,22.83,60.1,1073.86
BAT-000658,lost,40.6,31.3,3068.22
BAT-000659,optimal,3.36,93.9,114.8
BAT-000660,optimal,4.4,92.3,213.77
BAT-000661,severe_degradation,21.08,64.0,1053.49
BAT-000662,degraded,7.35,86.7,277.49
BAT-000663,severe_degradation,19.61,65.5,1204.05
BAT-000664,degraded,9.54,81.8,512.08
BAT-000665,severe_degradation,19.0,68.8,518.54
BAT-000666,severe_degradation,25.84,55.3,969.97
BAT-000667,degraded,9.88,83.2,690.98
BAT-000668,severe_degradation,15.84,71.5,893.35
BAT-000669,severe_degradation,26.47,54.0,969.13
BAT-000670,severe_degradation,20.46,63.9,1740.81
BAT-000671,optimal,1.62,97.3,120.95
BAT-000672,severe_degradation,24.57,59.3,1723.16
BAT-000673,degraded,13.72,75.4,452.07
BAT-000674,degraded,14.38,74.5,355.84
BAT-000675,degraded,13.52,77.7,557.4
BAT-000676,optimal,3.33,95.6,85.42
BAT-000677,degraded,7.69,87.9,262.45
BAT-000678,severe_degradation,20.57,65.9,1514.67
BAT-000679,severe_degradation,15.34,71.5,911.28
BAT-000680,degraded,5.18,90.0,281.85
BAT-000681,severe_degradation,21.32,62.8,1225.42
BAT-000682,degraded,10.56,83.1,756.07
BAT-000683,optimal,3.28,93.9,255.79
BAT-000684,degraded,5.64,87.7,274.68
BAT-000685,severe_degradation,17.81,70.6,1059.36
BAT-000686,optimal,4.48,91.6,251.97
BAT-000687,severe_degradation,21.83,62.9,631.63
BAT-000688,optimal,0.77,98.5,55.62
BAT-000689,degraded,8.71,83.9,413.94
BAT-000690,degraded,11.79,79.3,638.39
BAT-000691,degraded,13.7,76.8,1426.68
BAT-000692,optimal,4.98,92.5,390.7
BAT-000693,optimal,3.25,92.6,224.77
BAT-000694,severe_degradation,17.78,69.0,1321.86
BAT-000695,degraded,5.13,90.6,488.63
BAT-000696,optimal,4.64,91.1,265.67
BAT-000697,optimal,3.06,94.3,163.34
BAT-000698,lost,44.5,23.7,1428.92
BAT-000699,degraded,7.07,86.6,428.44
BAT-000700,optimal,3.47,94.1,96.77
BAT-000701,degraded,10.14,83.0,768.96
BAT-000702,degraded,5.75,90.1,320.55
BAT-000703,severe_degradation,17.0,71.3,424.65
BAT-000704,optimal,1.77,98.5,58.58
BAT-000705,severe_degradation,15.47,73.9,1128.5
BAT-000706,optimal,2.23,95.7,94.93
BAT-000707,optimal,4.64,91.6,226.77
BAT-000708,degraded,14.06,74.2,881.23
BAT-000709,severe_degradation,16.64,71.0,1567.51
BAT-000710,severe_degradation,31.89,45.1,876.22
BAT-000711,severe_degradation,16.05,73.5,817.71
BAT-000712,optimal,0.4,98.5,16.58
BAT-000713,optimal,4.35,92.6,201.33
BAT-000714,degraded,9.38,83.1,1067.48
BAT-000715,severe_degradation,19.65,64.9,1222.13
BAT-000716,degraded,8.61,85.0,373.55
BAT-000717,lost,76.28,5.0,5493.93
BAT-000718,optimal,3.48,92.6,177.7
BAT-000719,degraded,5.46,90.9,462.14
BAT-000720,optimal,3.26,95.0,216.14
BAT-000721,degraded,6.47,85.7,183.94
BAT-000722,severe_degradation,32.55,46.5,1316.57
BAT-000723,severe_degradation,27.93,54.7,661.17
BAT-000724,severe_degradation,16.89,71.7,1054.18
BAT-000725,severe_degradation,15.47,72.9,570.73
BAT-000726,optimal,2.13,97.3,40.92
BAT-000727,optimal,1.1,98.1,68.23
BAT-000728,severe_degradation,16.26,72.2,983.48
BAT-000729,degraded,12.74,77.6,523.45
BAT-000730,severe_degradation,15.69,73.8,1339.53
BAT-000731,degraded,11.02,81.4,619.78
BAT-000732,optimal,4.56,91.6,259.17
BAT-000733,degraded,12.24,78.6,498.12
BAT-000734,degraded,7.65,86.8,368.37
BAT-000735,degraded,12.2,80.0,393.19
BAT-000736,severe_degradation,34.72,41.0,1780.22
BAT-000737,optimal,4.09,93.7,333.06
BAT-000738,degraded,11.72,79.1,369.83
BAT-000739,degraded,5.56,88.3,288.42
BAT-000740,severe_degradation,18.31,67.1,694.87
BAT-000741,severe_degradation,17.77,69.4,961.46
BAT-000742,degraded,14.51,76.3,647.92
BAT-000743,degraded,14.11,76.9,490.49
BAT-000744,lost,74.98,5.0,5177.11
BAT-000745,optimal,2.37,97.5,187.02
BAT-000746,degraded,13.73,77.3,1019.38
BAT-000747,severe_degradation,23.94,59.6,672.38
BAT-000748,severe_degradation,34.42,39.5,2668.02
BAT-000749,degraded,5.68,90.9,500.68
BAT-000750,lost,36.64,37.5,2372.05
BAT-000751,optimal,1.37,97.1,47.14
BAT-000752,lost,70.42,5.0,3681.74
BAT-000753,optimal,4.74,91.8,275.32
BAT-000754,severe_degradation,16.45,71.0,1500.4
BAT-000755,optimal,4.81,90.4,304.31
BAT-000756,optimal,2.04,96.5,74.63
BAT-000757,degraded,9.12,83.9,833.01
BAT-000758,optimal,1.02,97.0,23.64
BAT-000759,severe_degradation,19.96,66.2,1120.58
BAT-000760,degraded,9.33,84.2,537.46
BAT-000761,severe_degradation,32.97,43.7,2584.88
BAT-000762,degraded,12.28,78.5,662.83
BAT-000763,degraded,5.18,89.2,421.96
BAT-000764,optimal,3.84,92.9,258.34
BAT-000765,optimal,1.63,97.6,80.35
BAT-000766,optimal,3.37,94.3,223.97
BAT-000767,degraded,5.25,90.8,243.22
BAT-000768,optimal,2.41,94.9,155.53
BAT-000769,degraded,12.11,80.2,1145.61
BAT-000770,optimal,1.49,98.0,123.61
BAT-000771,severe_degradation,23.82,60.3,929.17
BAT-000772,degraded,9.75,82.4,778.61
BAT-000773,degraded,12.3,79.7,731.44
BAT-000774,severe_degradation,21.9,62.4,696.82
BAT-000775,optimal,3.08,95.1,225.34
BAT-000776,degraded,6.36,89.9,304.7
BAT-000777,degraded,9.83,81.4,471.65
BAT-000778,degraded,9.48,82.6,501.75
BAT-000779,optimal,2.87,95.2,79.51
BAT-000780,severe_degradation,26.71,54.0,686.6
BAT-000781,degraded,10.47,83.2,984.11
BAT-000782,severe_degradation,21.67,63.6,1620.37
BAT-000783,optimal,4.28,92.7,128.17
BAT-000784,degraded,5.73,89.1,530.89
BAT-000785,severe_degradation,15.42,71.7,771.62
BAT-000786,degraded,5.5,91.6,350.26
BAT-000787,optimal,1.68,97.9,104.9
BAT-000788,degraded,5.67,89.8,384.75
BAT-000789,degraded,6.85,87.1,557.89
BAT-000790,optimal,3.39,91.8,205.33
BAT-000791,degraded,10.97,81.4,244.67
BAT-000792,lost,55.85,5.0,5477.28
BAT-000793,severe_degradation,25.23,56.1,693.74
BAT-000794,degraded,5.87,88.9,120.54
BAT-000795,optimal,1.96,97.9,78.68
BAT-000796,degraded,11.43,80.8,404.49
BAT-000797,optimal,1.45,96.2,27.27
BAT-000798,optimal,0.95,98.5,82.9
BAT-000799,severe_degradation,16.36,73.0,839.74
BAT-000800,degraded,7.64,86.9,276.9
BAT-000801,degraded,14.51,75.2,317.25
BAT-000802,optimal,3.41,94.3,279.6
BAT-000803,optimal,4.08,93.1,77.03
BAT-000804,degraded,5.25,90.1,103.53
BAT-000805,optimal,2.74,95.9,129.22
BAT-000806,optimal,4.41,92.7,208.7
BAT-000807,severe_degradation,25.73,55.7,1389.89
BAT-000808,degraded,11.75,79.4,974.47
BAT-000809,severe_degradation,15.11,73.1,525.42
BAT-000810,severe_degradation,16.98,71.6,844.69
BAT-000811,severe_degradation,20.81,63.8,943.89
BAT-000812,severe_degradation,15.39,74.0,917.41
BAT-000813,severe_degradation,16.55,71.4,506.56
BAT-000814,severe_degradation,15.9,72.9,814.05
BAT-000815,lost,51.54,11.3,5438.96
BAT-000816,severe_degradation,24.9,55.0,1822.85
BAT-000817,severe_degradation,21.18,64.2,994.13
BAT-000818,degraded,14.09,74.7,1000.07
BAT-000819,severe_degradation,15.27,71.8,538.49
BAT-000820,optimal,2.28,96.8,203.54
BAT-000821,optimal,1.26,97.7,63.98
BAT-000822,severe_degradation,25.28,58.4,588.54
BAT-000823,severe_degradation,16.79,70.6,817.11
BAT-000824,degraded,10.86,81.8,228.65
BAT-000825,severe_degradation,16.94,71.7,1624.84
BAT-000826,degraded,6.15,86.4,420.36
BAT-000827,optimal,1.79,97.6,147.16
BAT-000828,optimal,2.56,95.6,144.85
BAT-000829,severe_degradation,20.94,63.3,376.76
BAT-000830,optimal,1.37,98.5,75.18
BAT-000831,severe_degradation,21.97,61.3,533.28
BAT-000832,severe_degradation,28.54,50.2,1835.98
BAT-000833,degraded,10.38,81.9,466.68
BAT-000834,degraded,6.97,86.8,215.21
BAT-000835,optimal,2.18,97.2,123.23
BAT-000836,severe_degradation,16.07,70.6,566.74
BAT-000837,lost,79.01,5.0,5107.57
BAT-000838,severe_degradation,16.23,72.0,662.39
BAT-000839,degraded,7.29,86.7,635.8
BAT-000840,optimal,4.11,92.3,308.38
BAT-000841,degraded,6.39,88.7,398.26
BAT-000842,degraded,14.88,74.2,536.61
BAT-000843,optimal,2.18,97.5,49.96
BAT-000844,optimal,2.67,95.9,171.94
BAT-000845,degraded,12.41,78.0,537.84
BAT-000846,optimal,4.25,93.5,284.05
BAT-000847,severe_degradation,29.87,46.5,1373.12
BAT-000848,degraded,11.47,77.5,987.58
BAT-000849,severe_degradation,22.92,60.2,1886.55
BAT-000850,severe_degradation,16.7,71.3,1507.36
BAT-000851,degraded,14.69,73.7,725.12
BAT-000852,degraded,13.35,76.8,238.26
BAT-000853,degraded,5.17,89.7,242.11
BAT-000854,degraded,13.62,78.0,908.74
BAT-000855,degraded,5.77,89.2,466.69
BAT-000856,optimal,0.4,98.5,29.25
BAT-000857,degraded,7.12,86.4,449.14
BAT-000858,severe_degradation,21.44,61.2,1555.34
BAT-000859,optimal,2.79,96.8,136.6
BAT-000860,severe_degradation,24.93,56.2,1054.39
BAT-000861,degraded,8.7,85.1,725.21
BAT-000862,lost,40.05,31.8,3286.13
BAT-000863,degraded,11.98,78.0,1023.51
BAT-000864,optimal,2.25,96.6,60.37
BAT-000865,severe_degradation,24.42,58.7,2223.17
BAT-000866,lost,39.5,33.1,2099.75
BAT-000867,degraded,12.42,78.7,906.4
BAT-000868,optimal,0.41,98.5,31.88
BAT-000869,degraded,12.65,77.3,571.62
BAT-000870,degraded,8.16,86.1,270.18
BAT-000871,severe_degradation,18.19,68.8,1550.06
BAT-000872,severe_degradation,20.56,66.2,861.33
BAT-000873,degraded,10.35,81.0,966.68
BAT-000874,optimal,3.77,94.3,162.81
BAT-000875,degraded,8.11,87.5,475.94
BAT-000876,lost,75.0,5.0,3262.5
BAT-000877,degraded,6.51,89.9,222.57
BAT-000878,severe_degradation,33.23,40.4,1466.89
BAT-000879,severe_degradation,17.14,71.3,590.69
BAT-000880,optimal,2.91,92.0,147.56
BAT-000881,severe_degradation,16.16,71.1,389.86
BAT-000882,degraded,14.69,74.1,724.22
BAT-000883,optimal,4.58,91.9,217.81
BAT-000884,severe_degradation,18.32,69.8,651.29
BAT-000885,optimal,2.6,96.0,85.78
BAT-000886,degraded,12.9,79.8,734.3
BAT-000887,degraded,12.37,77.7,270.13
BAT-000888,optimal,3.39,94.0,199.07
BAT-000889,severe_degradation,18.28,69.6,972.46
BAT-000890,optimal,2.0,97.6,180.4
BAT-000891,degraded,5.09,89.8,145.4
BAT-000892,optimal,4.8,90.4,135.16
BAT-000893,degraded,7.2,88.4,646.82
BAT-000894,degraded,5.62,90.3,337.17
BAT-000895,optimal,2.98,93.9,264.28
BAT-000896,degraded,8.03,86.0,561.76
BAT-000897,lost,75.23,5.0,2552.33
BAT-000898,degraded,8.15,85.9,644.19
BAT-000899,degraded,14.41,76.1,420.81
BAT-000900,severe_degradation,22.02,62.9,1303.45
BAT-000901,optimal,2.9,93.2,174.38
BAT-000902,lost,66.67,5.0,3797.68
BAT-000903,severe_degradation,16.24,73.1,493.41
BAT-000904,lost,73.88,5.0,6610.69
BAT-000905,severe_degradation,20.73,65.1,1090.19
BAT-000906,severe_degradation,21.87,62.1,863.78
BAT-000907,severe_degradation,16.34,72.3,550.46
BAT-000908,optimal,3.14,92.2,238.84
BAT-000909,optimal,2.29,96.9,115.66
BAT-000910,degraded,14.89,72.2,980.23
BAT-000911,severe_degradation,23.92,57.6,1392.38
BAT-000912,degraded,8.6,84.1,497.42
BAT-000913,degraded,14.92,73.4,435.69
BAT-000914,degraded,9.77,82.1,700.01
BAT-000915,severe_degradation,20.03,65.4,728.85
BAT-000916,severe_degradation,21.35,63.7,843.11
BAT-000917,degraded,12.34,78.7,295.68
BAT-000918,degraded,5.73,90.2,495.24
BAT-000919,optimal,3.13,92.5,277.64
BAT-000920,severe_degradation,21.88,62.8,1034.72
BAT-000921,severe_degradation,26.17,55.8,2190.37
BAT-000922,degraded,14.52,74.2,874.94
BAT-000923,degraded,9.88,82.5,512.69
BAT-000924,optimal,3.07,94.0,113.26
BAT-000925,degraded,11.97,79.0,458.02
BAT-000926,severe_degradation,23.5,59.9,1337.83
BAT-000927,degraded,5.51,90.4,571.61
BAT-000928,severe_degradation,17.52,69.3,1206.16
BAT-000929,lost,67.8,5.0,2616.83
BAT-000930,optimal,2.84,95.6,113.89
BAT-000931,optimal,4.0,92.6,327.8
BAT-000932,degraded,5.0,90.3,452.3
BAT-000933,optimal,3.0,95.1,143.2
BAT-000934,severe_degradation,20.2,65.2,856.98
BAT-000935,optimal,4.03,93.5,362.32
BAT-000936,severe_degradation,22.48,62.7,561.43
BAT-000937,optimal,2.56,94.2,222.07
BAT-000938,severe_degradation,21.41,64.3,709.2
BAT-000939,lost,72.79,5.0,1664.95
BAT-000940,optimal,4.04,92.5,206.8
BAT-000941,optimal,3.17,95.3,224.66
BAT-000942,severe_degradation,30.18,50.2,1046.57
BAT-000943,degraded,8.26,85.4,321.44
BAT-000944,optimal,3.56,95.0,253.17
BAT-000945,degraded,6.18,88.8,109.36
BAT-000946,degraded,8.58,83.2,575.34
BAT-000947,degraded,10.57,79.8,890.97
BAT-000948,optimal,0.88,98.5,36.33
BAT-000949,optimal,3.02,93.6,164.31
BAT-000950,degraded,14.28,76.0,902.98
BAT-000951,degraded,9.46,83.5,493.6
BAT-000952,optimal,2.5,94.3,131.24
BAT-000953,optimal,2.68,97.8,211.24
BAT-000954,degraded,9.13,83.4,476.04
BAT-000955,severe_degradation,18.32,67.4,453.82
BAT-000956,optimal,1.62,96.3,58.43
BAT-000957,optimal,3.05,94.4,101.68
BAT-000958,degraded,5.62,90.8,384.79
BAT-000959,degraded,6.51,87.3,497.93
BAT-000960,severe_degradation,20.71,63.1,520.46
BAT-000961,degraded,10.93,80.2,1015.36
BAT-000962,optimal,0.4,98.5,24.15
BAT-000963,degraded,5.9,91.1,176.14
BAT-000964,optimal,2.95,94.8,90.38
BAT-000965,severe_degradation,16.11,72.7,944.23
BAT-000966,optimal,1.95,96.6,107.03
BAT-000967,degraded,14.03,75.6,517.21
BAT-000968,severe_degradation,34.59,41.1,2246.98
BAT-000969,severe_degradation,15.75,74.0,718.51
BAT-000970,severe_degradation,19.49,66.0,696.54
BAT-000971,degraded,7.46,86.1,741.28
BAT-000972,optimal,1.65,97.2,119.91
BAT-000973,severe_degradation,22.85,61.8,1745.57
BAT-000974,optimal,4.53,91.3,318.08
BAT-000975,optimal,4.64,92.0,157.42
BAT-000976,degraded,5.87,90.7,539.39
BAT-000977,severe_degradation,22.49,59.1,916.41
BAT-000978,degraded,9.5,84.2,447.54
BAT-000979,degraded,8.23,84.5,622.2
BAT-000980,degraded,14.17,75.4,463.93
BAT-000981,degraded,9.22,84.0,856.15
BAT-000982,degraded,14.45,76.9,1361.01
BAT-000983,optimal,4.52,92.9,178.95
BAT-000984,degraded,6.47,89.0,247.31
BAT-000985,severe_degradation,21.41,63.1,1576.74
BAT-000986,optimal,2.66,94.1,133.21
BAT-000987,optimal,4.28,92.2,216.31
BAT-000988,degraded,14.91,74.5,763.09
BAT-000989,severe_degradation,20.03,66.2,1329.09
BAT-000990,optimal,3.82,93.8,215.71
BAT-000991,degraded,7.25,87.4,333.27
BAT-000992,degraded,5.86,89.6,302.24
BAT-000993,severe_degradation,23.44,59.5,931.99
BAT-000994,severe_degradation,25.6,56.8,1162.34
BAT-000995,degraded,11.7,79.6,718.82
BAT-000996,severe_degradation,23.06,59.6,747.09
BAT-000997,degraded,8.56,84.7,569.27
BAT-000998,optimal,3.22,94.1,180.58
BAT-000999,degraded,5.81,88.8,134.64
BAT-001000,degraded,13.74,75.5,1334.51
BAT-001001,severe_degradation,26.48,54.6,1189.28
BAT-001002,severe_degradation,18.63,69.2,989.39
BAT-001003,optimal,4.81,91.8,220.78
BAT-001004,severe_degradation,18.31,68.3,625.65
BAT-001005,degraded,8.13,86.6,271.52
BAT-001006,degraded,5.04,90.6,249.06
BAT-001007,severe_degradation,17.3,69.8,1610.15
BAT-001008,optimal,2.43,95.8,207.26
BAT-001009,severe_degradation,15.0,74.5,963.62
BAT-001010,degraded,6.09,87.5,401.1
BAT-001011,degraded,8.67,85.3,799.55
BAT-001012,optimal,0.4,98.5,21.15
BAT-001013,severe_degradation,20.17,65.0,955.74
BAT-001014,degraded,5.48,91.0,194.03
BAT-001015,optimal,2.92,95.1,85.15
BAT-001016,optimal,1.75,96.6,64.34
BAT-001017,optimal,1.77,97.6,159.77
BAT-001018,severe_degradation,15.84,72.4,876.49
BAT-001019,optimal,3.3,92.3,183.2
BAT-001020,lost,50.49,12.8,4613.97
BAT-001021,degraded,5.26,89.2,180.98
BAT-001022,optimal,3.43,93.8,209.44
BAT-001023,optimal,1.04,98.1,56.65
BAT-001024,severe_degradation,17.73,68.1,1226.69
BAT-001025,lost,88.61,5.0,3309.42
BAT-001026,optimal,1.63,97.0,120.18
BAT-001027,optimal,3.83,92.3,323.23
BAT-001028,severe_degradation,19.56,65.4,1600.02
BAT-001029,severe_degradation,15.92,73.3,1134.16
BAT-001030,severe_degradation,16.8,72.5,1154.92
BAT-001031,severe_degradation,16.62,70.8,611.45
BAT-001032,degraded,5.82,88.5,330.17
BAT-001033,severe_degradation,24.14,57.4,1159.25
BAT-001034,degraded,6.16,88.2,307.71
BAT-001035,optimal,3.15,94.5,144.8
BAT-001036,severe_degradation,20.31,65.0,916.14
BAT-001037,degraded,11.99,80.3,1352.7
BAT-001038,degraded,5.63,88.9,527.4
BAT-001039,optimal,2.86,93.0,190.29
BAT-001040,severe_degradation,17.18,68.8,796.57
BAT-001041,degraded,5.6,89.2,390.8
BAT-001042,optimal,4.79,91.9,276.93
BAT-001043,degraded,10.89,80.8,813.97
BAT-001044,optimal,4.14,93.5,347.22
BAT-001045,severe_degradation,17.26,68.8,896.7
BAT-001046,degraded,12.44,79.4,1179.77
BAT-001047,severe_degradation,19.92,67.4,791.87
BAT-001048,degraded,9.01,83.0,458.36
BAT-001049,optimal,4.8,90.0,477.27
BAT-001050,optimal,1.42,96.0,95.74
BAT-001051,degraded,9.97,82.6,197.82
BAT-001052,severe_degradation,19.24,66.6,507.28
BAT-001053,optimal,3.08,95.8,153.59
BAT-001054,optimal,2.22,94.9,130.29
BAT-001055,degraded,11.57,79.1,1105.57
BAT-001056,degraded,12.37,78.4,528.09
BAT-001057,lost,40.9,29.8,2110.64
BAT-001058,severe_degradation,15.97,73.3,676.62
BAT-001059,severe_degradation,18.87,67.8,619.29
BAT-001060,degraded,14.03,77.1,1013.19
BAT-001061,optimal,4.32,90.2,183.56
BAT-001062,lost,73.34,5.0,7643.06
BAT-001063,optimal,4.04,93.0,213.1
BAT-001064,optimal,3.27,93.6,223.7
BAT-001065,optimal,4.32,92.5,88.38
BAT-001066,degraded,12.32,79.7,434.47
BAT-001067,optimal,3.46,93.9,179.97
BAT-001068,optimal,2.69,95.0,104.0
BAT-001069,severe_degradation,15.95,72.3,1448.46
BAT-001070,optimal,4.09,92.0,132.14
BAT-001071,degraded,6.34,88.6,498.4
BAT-001072,degraded,10.14,80.9,646.76
BAT-001073,optimal,2.19,94.4,178.1
BAT-001074,severe_degradation,17.12,70.2,554.77
BAT-001075,degraded,7.4,87.6,371.95
BAT-001076,degraded,13.74,76.7,385.5
BAT-001077,severe_degradation,15.1,74.2,766.23
BAT-001078,severe_degradation,27.31,53.5,1922.43
BAT-001079,optimal,3.05,94.0,256.53
BAT-001080,severe_degradation,30.55,48.3,1015.99
BAT-001081,degraded,9.01,85.4,513.36
BAT-001082,optimal,3.49,89.7,97.56
BAT-001083,optimal,3.28,93.4,223.79
BAT-001084,severe_degradation,21.14,63.2,503.82
BAT-001085,degraded,14.22,76.7,1107.32
BAT-001086,optimal,3.99,92.7,123.55
BAT-001087,optimal,3.08,95.7,219.69
BAT-001088,optimal,3.99,92.2,230.26
BAT-001089,severe_degradation,26.09,53.3,1316.93
BAT-001090,optimal,2.08,95.9,63.11
BAT-001091,optimal,2.83,93.8,317.61
BAT-001092,severe_degradation,15.75,72.8,1008.57
BAT-001093,degraded,9.27,83.9,879.65
BAT-001094,severe_degradation,20.91,63.4,1683.52
BAT-001095,degraded,10.34,81.0,353.11
BAT-001096,lost,84.13,5.0,3992.0
BAT-001097,severe_degradation,25.21,56.7,1700.61
BAT-001098,degraded,11.48,79.8,394.65
BAT-001099,severe_degradation,15.99,72.6,417.31
BAT-001100,degraded,14.11,76.1,539.56
BAT-001101,lost,41.71,28.5,4023.81
BAT-001102,degraded,6.09,88.7,351.45
BAT-001103,optimal,4.55,93.5,132.99
BAT-001104,lost,84.76,5.0,3533.07
BAT-001105,severe_degradation,18.4,67.6,1184.02
BAT-001106,degraded,9.29,83.2,890.61
BAT-001107,lost,81.62,5.0,3184.06
BAT-001108,severe_degradation,18.22,67.2,729.9
BAT-001109,degraded,5.19,90.4,400.46
BAT-001110,severe_degradation,16.99,69.6,359.75
BAT-001111,degraded,12.47,78.5,255.85
BAT-001112,optimal,0.6,98.5,34.11
BAT-001113,severe_degradation,15.4,74.5,726.44
BAT-001114,severe_degradation,15.88,73.6,893.46
BAT-001115,optimal,3.85,93.2,270.28
BAT-001116,degraded,11.4,81.2,270.85
BAT-001117,lost,76.63,5.0,3809.97
BAT-001118,optimal,2.45,94.7,88.19
BAT-001119,optimal,3.6,93.8,207.1
BAT-001120,severe_degradation,19.38,66.0,515.17
BAT-001121,severe_degradation,27.63,52.4,1391.61
BAT-001122,severe_degradation,17.43,68.8,413.75
BAT-001123,degraded,13.76,75.3,643.95
BAT-001124,degraded,14.66,74.2,1092.06
BAT-001125,optimal,1.86,97.3,55.78
BAT-001126,optimal,2.28,95.7,85.42
BAT-001127,lost,84.25,5.0,1897.3
BAT-001128,severe_degradation,17.09,70.4,330.42
BAT-001129,optimal,4.23,92.4,402.49
BAT-001130,optimal,3.83,94.9,194.96
BAT-001131,severe_degradation,29.95,47.7,865.1
BAT-001132,severe_degradation,16.79,70.5,853.18
BAT-001133,optimal,4.77,89.2,411.95
BAT-001134,severe_degradation,26.97,53.8,679.47
BAT-001135,degraded,9.7,82.4,1037.32
BAT-001136,degraded,7.59,87.6,294.35
BAT-001137,degraded,5.22,90.0,311.27
BAT-001138,severe_degradation,19.41,65.6,550.98
BAT-001139,degraded,5.53,88.5,363.1
BAT-001140,optimal,2.76,95.1,156.8
BAT-001141,severe_degradation,20.52,63.9,1208.6
BAT-001142,severe_degradation,18.05,69.2,1321.62
BAT-001143,optimal,1.87,96.3,113.61
BAT-001144,severe_degradation,23.71,61.0,1491.78
BAT-001145,optimal,3.85,93.2,163.96
BAT-001146,severe_degradation,23.19,59.2,2252.18
BAT-001147,lost,57.96,5.0,2650.73
BAT-001148,optimal,2.25,95.0,216.2
BAT-001149,optimal,2.56,95.8,187.74
BAT-001150,severe_degradation,33.28,42.6,1652.19
BAT-001151,severe_degradation,20.79,64.3,390.67
BAT-001152,degraded,7.02,87.2,531.81
BAT-001153,severe_degradation,15.25,71.6,1024.27
BAT-001154,severe_degradation,16.18,71.0,755.29
BAT-001155,severe_degradation,16.12,72.1,659.63
BAT-001156,optimal,0.96,96.2,53.97
