check_id,batch_id,check_datetime,stage,firmness_kg_cm2,sugar_brix,defect_pct
CHK-001405,BAT-000469,2024-10-04 11:45:00,harvest,7.81,16.5,3.9
CHK-001406,BAT-000469,2025-01-13 13:32:24,pre_dispatch,5.42,15.8,6.6
CHK-001407,BAT-000469,2025-01-14 03:14:24,arrival,5.92,13.3,17.5
CHK-001408,BAT-000470,2024-09-08 07:30:00,harvest,7.14,13.6,3.0
CHK-001409,BAT-000470,2024-10-04 08:22:48,pre_dispatch,6.78,15.8,4.2
CHK-001410,BAT-000470,2024-10-05 19:57:00,arrival,6.59,14.3,14.9
CHK-001411,BAT-000471,2024-10-18 13:45:00,harvest,6.63,15.4,3.5
CHK-001412,BAT-000471,2025-01-01 17:40:48,pre_dispatch,6.63,15.5,3.6
CHK-001413,BAT-000471,2025-01-02 04:50:36,arrival,5.71,11.6,11.2
CHK-001414,BAT-000472,2024-09-09 10:00:00,harvest,7.66,12.2,2.1
CHK-001415,BAT-000472,2024-10-20 11:02:24,pre_dispatch,6.0,14.2,2.0
CHK-001416,BAT-000472,2024-10-22 00:22:24,arrival,6.36,14.3,6.1
CHK-001417,BAT-000473,2024-09-02 12:30:00,harvest,6.54,11.7,3.3
CHK-001418,BAT-000473,2024-10-26 15:13:48,pre_dispatch,6.93,14.8,6.8
CHK-001419,BAT-000473,2024-10-27 09:32:12,arrival,4.73,16.5,14.6
CHK-001420,BAT-000474,2024-09-29 14:00:00,harvest,7.52,13.1,3.8
CHK-001421,BAT-000474,2024-10-10 16:28:48,pre_dispatch,6.36,15.8,8.3
CHK-001422,BAT-000474,2024-10-12 04:20:36,arrival,7.02,15.3,15.1
CHK-001423,BAT-000475,2024-10-07 09:30:00,harvest,7.62,16.0,1.7
CHK-001424,BAT-000475,2024-11-06 12:05:24,pre_dispatch,5.4,12.0,5.7
CHK-001425,BAT-000475,2024-11-07 21:55:12,arrival,4.64,11.9,10.2
CHK-001426,BAT-000476,2024-09-24 13:00:00,harvest,6.52,12.4,3.9
CHK-001427,BAT-000476,2024-11-16 14:48:00,pre_dispatch,7.73,14.1,8.0
CHK-001428,BAT-000476,2024-11-18 02:15:24,arrival,6.53,13.5,2.2
CHK-001429,BAT-000477,2024-09-27 08:00:00,harvest,6.73,16.2,1.7
CHK-001430,BAT-000477,2024-11-17 10:35:24,pre_dispatch,6.44,14.3,3.7
CHK-001431,BAT-000477,2024-11-17 19:06:36,arrival,4.6,12.2,1.6
CHK-001432,BAT-000478,2024-07-30 14:00:00,harvest,7.47,15.0,1.3
CHK-001433,BAT-000478,2024-08-15 17:03:00,pre_dispatch,5.12,12.1,4.8
CHK-001434,BAT-000478,2024-08-16 05:35:00,arrival,5.62,12.9,1.7
CHK-001435,BAT-000479,2024-09-26 10:00:00,harvest,6.78,11.8,0.9
CHK-001436,BAT-000479,2024-12-16 10:47:24,pre_dispatch,6.13,16.9,7.1
CHK-001437,BAT-000479,2024-12-17 06:52:00,arrival,5.88,13.0,17.2
CHK-001438,BAT-000480,2024-07-21 07:15:00,harvest,8.29,14.0,1.3
CHK-001439,BAT-000480,2024-08-06 10:37:48,pre_dispatch,6.8,14.2,8.3
CHK-001440,BAT-000480,2024-08-07 07:32:24,arrival,5.12,13.6,9.5
CHK-001441,BAT-000481,2024-09-11 10:30:00,harvest,6.96,11.3,3.7
CHK-001442,BAT-000481,2024-12-09 10:18:36,pre_dispatch,5.21,13.4,5.3
CHK-001443,BAT-000481,2024-12-10 22:57:00,arrival,5.25,15.0,5.4
CHK-001444,BAT-000482,2024-10-21 15:45:00,harvest,6.98,11.4,0.7
CHK-001445,BAT-000482,2025-01-25 17:39:36,pre_dispatch,5.34,14.4,3.5
CHK-001446,BAT-000482,2025-01-26 01:10:48,arrival,5.66,17.0,8.5
CHK-001447,BAT-000483,2024-10-03 13:30:00,harvest,7.77,14.4,3.6
CHK-001448,BAT-000483,2025-03-02 16:04:48,pre_dispatch,5.4,11.5,5.3
CHK-001449,BAT-000483,2025-03-04 11:51:36,arrival,4.13,13.6,12.0
CHK-001450,BAT-000484,2024-09-25 08:30:00,harvest,7.44,11.3,3.5
CHK-001451,BAT-000484,2024-10-13 09:12:00,pre_dispatch,5.7,16.0,1.6
CHK-001452,BAT-000484,2024-10-14 22:16:12,arrival,4.79,11.7,6.9
CHK-001453,BAT-000485,2024-08-08 13:30:00,harvest,7.11,12.6,3.5
CHK-001454,BAT-000485,2024-08-27 14:42:36,pre_dispatch,7.35,15.8,2.6
CHK-001455,BAT-000485,2024-08-28 08:15:36,arrival,6.15,14.9,8.6
CHK-001456,BAT-000486,2024-09-27 12:45:00,harvest,7.36,11.5,3.0
CHK-001457,BAT-000486,2025-01-10 14:46:12,pre_dispatch,6.02,15.2,8.4
CHK-001458,BAT-000486,2025-01-11 03:29:00,arrival,6.44,12.3,16.3
CHK-001459,BAT-000487,2024-09-16 14:45:00,harvest,7.0,15.3,3.6
CHK-001460,BAT-000487,2024-09-27 18:00:36,pre_dispatch,6.53,15.5,4.6
CHK-001461,BAT-000487,2024-09-28 15:58:48,arrival,5.16,12.3,15.9
CHK-001462,BAT-000488,2024-09-10 12:15:00,harvest,6.7,12.6,2.7
CHK-001463,BAT-000488,2025-02-13 15:22:12,pre_dispatch,5.91,15.6,6.2
CHK-001464,BAT-000488,2025-02-14 10:58:36,arrival,4.61,12.6,5.4
CHK-001465,BAT-000489,2024-09-29 14:30:00,harvest,8.47,15.6,3.0
CHK-001466,BAT-000489,2025-02-18 16:49:48,pre_dispatch,6.99,13.2,5.0
CHK-001467,BAT-000489,2025-02-19 02:05:36,arrival,4.43,14.7,11.1
CHK-001468,BAT-000490,2024-10-10 13:45:00,harvest,6.92,15.0,2.7
CHK-001469,BAT-000490,2024-10-27 17:43:48,pre_dispatch,6.55,12.7,4.8
CHK-001470,BAT-000490,2024-10-28 06:33:12,arrival,5.51,17.1,14.7
CHK-001471,BAT-000491,2024-08-01 07:45:00,harvest,7.58,14.5,2.6
CHK-001472,BAT-000491,2024-08-12 09:31:48,pre_dispatch,6.83,15.2,6.6
CHK-001473,BAT-000491,2024-08-13 06:17:24,arrival,4.93,15.2,1.9
CHK-001474,BAT-000492,2024-10-02 13:30:00,harvest,8.05,12.2,1.5
CHK-001475,BAT-000492,2024-11-19 15:43:48,pre_dispatch,5.25,11.9,1.9
CHK-001476,BAT-000492,2024-11-21 12:31:36,arrival,5.96,16.8,10.4
CHK-001477,BAT-000493,2024-08-17 14:00:00,harvest,6.52,14.7,2.5
CHK-001478,BAT-000493,2024-08-29 16:00:00,pre_dispatch,5.07,12.8,8.3
CHK-001479,BAT-000493,2024-08-30 22:31:24,arrival,6.15,17.1,9.3
CHK-001480,BAT-000494,2024-09-15 11:45:00,harvest,8.36,11.6,2.7
CHK-001481,BAT-000494,2024-12-11 11:19:12,pre_dispatch,7.24,16.9,2.1
CHK-001482,BAT-000494,2024-12-12 19:25:00,arrival,5.71,13.3,17.4
CHK-001483,BAT-000495,2024-10-23 07:00:00,harvest,7.91,12.4,3.1
CHK-001484,BAT-000495,2024-12-19 09:10:48,pre_dispatch,7.58,12.1,1.6
CHK-001485,BAT-000495,2024-12-20 04:12:00,arrival,4.59,16.8,2.7
CHK-001486,BAT-000496,2024-10-08 07:00:00,harvest,7.32,15.3,1.2
CHK-001487,BAT-000496,2024-12-09 10:30:00,pre_dispatch,5.35,15.6,3.4
CHK-001488,BAT-000496,2024-12-09 22:33:00,arrival,4.11,14.8,3.8
CHK-001489,BAT-000497,2024-09-08 07:00:00,harvest,8.26,13.3,1.4
CHK-001490,BAT-000497,2024-12-30 09:52:48,pre_dispatch,7.45,13.0,4.0
CHK-001491,BAT-000497,2025-01-01 04:35:12,arrival,4.61,14.5,5.7
CHK-001492,BAT-000498,2024-08-29 15:30:00,harvest,8.01,13.7,3.5
CHK-001493,BAT-000498,2024-11-04 18:39:36,pre_dispatch,5.99,14.7,8.4
CHK-001494,BAT-000498,2024-11-06 03:55:12,arrival,6.77,12.9,5.1
CHK-001495,BAT-000499,2024-09-23 13:15:00,harvest,8.29,12.0,3.9
CHK-001496,BAT-000499,2024-11-11 12:57:00,pre_dispatch,6.05,13.1,2.4
CHK-001497,BAT-000499,2024-11-13 09:01:00,arrival,4.16,13.7,6.4
CHK-001498,BAT-000500,2024-10-04 14:30:00,harvest,7.02,14.7,3.9
CHK-001499,BAT-000500,2024-11-29 17:32:24,pre_dispatch,7.66,14.1,8.1
CHK-001500,BAT-000500,2024-11-30 11:53:24,arrival,6.04,14.6,14.6
CHK-001501,BAT-000501,2024-09-30 12:30:00,harvest,7.2,13.1,1.4
CHK-001502,BAT-000501,2024-12-03 14:37:48,pre_dispatch,7.48,13.7,3.2
CHK-001503,BAT-000501,2024-12-04 22:26:36,arrival,5.66,11.5,2.6
CHK-001504,BAT-000502,2024-09-10 13:00:00,harvest,7.36,12.2,3.8
CHK-001505,BAT-000502,2024-10-11 16:57:36,pre_dispatch,6.37,12.9,4.2
CHK-001506,BAT-000502,2024-10-13 11:18:36,arrival,6.76,15.7,9.1
CHK-001507,BAT-000503,2024-08-21 13:30:00,harvest,8.2,15.9,1.5
CHK-001508,BAT-000503,2024-09-01 16:46:48,pre_dispatch,7.22,16.0,5.8
CHK-001509,BAT-000503,2024-09-03 12:54:12,arrival,6.12,13.9,4.3
CHK-001510,BAT-000504,2024-10-06 14:00:00,harvest,7.51,16.5,1.7
CHK-001511,BAT-000504,2024-10-19 14:05:24,pre_dispatch,6.9,13.2,1.3
CHK-001512,BAT-000504,2024-10-21 08:26:00,arrival,5.63,12.4,6.0
CHK-001513,BAT-000505,2024-09-23 14:15:00,harvest,7.21,12.8,3.8
CHK-001514,BAT-000505,2024-12-21 14:20:24,pre_dispatch,7.45,15.6,5.4
CHK-001515,BAT-000505,2024-12-23 03:21:24,arrival,5.22,15.4,11.9
CHK-001516,BAT-000506,2024-08-26 10:00:00,harvest,6.73,12.9,4.0
CHK-001517,BAT-000506,2024-09-15 10:19:12,pre_dispatch,5.26,16.4,1.6
CHK-001518,BAT-000506,2024-09-16 06:26:36,arrival,6.58,14.1,14.9
CHK-001519,BAT-000507,2024-08-22 09:15:00,harvest,7.7,15.3,3.3
CHK-001520,BAT-000507,2024-09-21 10:51:36,pre_dispatch,5.99,11.6,2.6
CHK-001521,BAT-000507,2024-09-22 19:44:12,arrival,5.0,13.3,4.4
CHK-001522,BAT-000508,2024-08-24 12:30:00,harvest,6.7,13.5,1.8
CHK-001523,BAT-000508,2024-11-28 13:24:36,pre_dispatch,7.78,15.2,6.5
CHK-001524,BAT-000508,2024-11-30 00:47:12,arrival,4.47,12.6,14.5
CHK-001525,BAT-000509,2024-09-27 08:45:00,harvest,6.69,15.3,1.9
CHK-001526,BAT-000509,2025-01-04 09:48:36,pre_dispatch,5.23,12.7,6.9
CHK-001527,BAT-000509,2025-01-04 19:05:24,arrival,4.88,15.5,10.8
CHK-001528,BAT-000510,2024-09-16 09:45:00,harvest,7.91,12.4,0.7
CHK-001529,BAT-000510,2024-12-13 11:31:48,pre_dispatch,5.56,14.2,7.2
CHK-001530,BAT-000510,2024-12-13 19:56:36,arrival,4.46,16.0,13.3
CHK-001531,BAT-000511,2024-09-15 13:15:00,harvest,6.73,15.2,1.5
CHK-001532,BAT-000511,2024-10-03 15:41:24,pre_dispatch,7.68,14.5,7.7
CHK-001533,BAT-000511,2024-10-04 01:33:36,arrival,4.98,16.4,8.8
CHK-001534,BAT-000512,2024-09-21 11:30:00,harvest,6.69,13.0,1.3
CHK-001535,BAT-000512,2025-02-25 11:21:36,pre_dispatch,5.25,16.3,5.3
CHK-001536,BAT-000512,2025-02-25 18:59:00,arrival,6.42,13.2,2.9
CHK-001537,BAT-000513,2024-09-16 13:00:00,harvest,7.2,11.7,0.6
CHK-001538,BAT-000513,2024-11-29 14:47:24,pre_dispatch,7.64,11.5,7.5
CHK-001539,BAT-000513,2024-12-01 04:27:48,arrival,5.62,11.8,13.5
CHK-001540,BAT-000514,2024-09-29 12:00:00,harvest,8.49,14.7,2.8
CHK-001541,BAT-000514,2024-10-20 14:58:12,pre_dispatch,5.99,14.0,8.1
CHK-001542,BAT-000514,2024-10-22 05:52:24,arrival,5.99,16.8,3.3
CHK-001543,BAT-000515,2024-09-03 13:00:00,harvest,7.54,14.8,1.7
CHK-001544,BAT-000515,2024-11-04 16:52:12,pre_dispatch,6.94,13.3,3.7
CHK-001545,BAT-000515,2024-11-05 12:42:48,arrival,6.4,17.0,2.5
CHK-001546,BAT-000516,2024-09-09 11:30:00,harvest,7.43,12.0,1.2
CHK-001547,BAT-000516,2024-09-23 14:46:12,pre_dispatch,6.84,13.4,1.6
CHK-001548,BAT-000516,2024-09-25 03:15:36,arrival,6.33,14.9,8.5
CHK-001549,BAT-000517,2024-09-09 09:15:00,harvest,7.09,15.7,2.7
CHK-001550,BAT-000517,2024-12-23 09:15:00,pre_dispatch,5.88,16.3,2.2
CHK-001551,BAT-000517,2024-12-23 18:13:36,arrival,4.14,15.9,15.9
CHK-001552,BAT-000518,2024-10-19 10:30:00,harvest,8.49,11.5,3.3
CHK-001553,BAT-000518,2025-01-20 10:42:36,pre_dispatch,6.9,14.5,5.4
CHK-001554,BAT-000518,2025-01-21 19:42:48,arrival,4.4,16.5,14.2
CHK-001555,BAT-000519,2024-09-20 09:45:00,harvest,7.82,15.6,2.6
CHK-001556,BAT-000519,2024-12-02 09:22:48,pre_dispatch,6.19,13.9,6.0
CHK-001557,BAT-000519,2024-12-02 16:34:24,arrival,5.05,16.7,13.8
CHK-001558,BAT-000520,2024-09-16 15:45:00,harvest,7.22,13.1,1.1
CHK-001559,BAT-000520,2024-11-27 18:00:36,pre_dispatch,5.18,15.3,7.9
CHK-001560,BAT-000520,2024-11-29 12:18:24,arrival,5.63,13.1,2.1
CHK-001561,BAT-000521,2024-09-14 12:45:00,harvest,6.56,11.0,3.3
CHK-001562,BAT-000521,2024-11-14 15:25:12,pre_dispatch,6.6,16.4,1.9
CHK-001563,BAT-000521,2024-11-16 08:56:00,arrival,7.05,16.2,15.5
CHK-001564,BAT-000522,2024-10-15 14:45:00,harvest,7.41,13.8,2.3
CHK-001565,BAT-000522,2024-11-23 15:07:48,pre_dispatch,7.64,16.9,6.2
CHK-001566,BAT-000522,2024-11-24 23:44:24,arrival,4.31,16.9,7.7
CHK-001567,BAT-000523,2024-08-27 14:00:00,harvest,6.73,12.4,0.8
CHK-001568,BAT-000523,2024-12-02 14:13:48,pre_dispatch,7.59,16.4,8.2
CHK-001569,BAT-000523,2024-12-03 00:01:00,arrival,5.75,16.4,8.4
CHK-001570,BAT-000524,2024-09-23 15:15:00,harvest,7.1,12.0,3.5
CHK-001571,BAT-000524,2024-12-01 17:25:48,pre_dispatch,6.42,13.4,4.1
CHK-001572,BAT-000524,2024-12-02 13:24:00,arrival,5.98,16.6,16.7
CHK-001573,BAT-000525,2024-09-27 10:45:00,harvest,6.51,14.7,2.7
CHK-001574,BAT-000525,2024-11-08 14:03:36,pre_dispatch,5.46,14.6,1.1
CHK-001575,BAT-000525,2024-11-09 07:40:00,arrival,6.64,13.0,2.5
CHK-001576,BAT-000526,2024-06-17 12:30:00,harvest,8.09,16.2,1.6
CHK-001577,BAT-000526,2024-06-24 12:09:36,pre_dispatch,6.66,14.7,7.1
CHK-001578,BAT-000526,2024-06-26 06:02:24,arrival,5.89,12.9,4.9
CHK-001579,BAT-000527,2024-08-23 13:00:00,harvest,7.72,11.1,2.9
CHK-001580,BAT-000527,2024-10-30 13:19:12,pre_dispatch,5.02,14.3,5.7
CHK-001581,BAT-000527,2024-10-30 20:40:00,arrival,4.55,13.4,2.5
CHK-001582,BAT-000528,2024-09-21 07:30:00,harvest,7.94,16.3,0.8
CHK-001583,BAT-000528,2025-01-22 08:31:12,pre_dispatch,7.6,16.6,5.2
CHK-001584,BAT-000528,2025-01-22 17:12:00,arrival,7.14,14.0,9.3
CHK-001585,BAT-000529,2024-06-08 08:15:00,harvest,7.74,12.5,1.0
CHK-001586,BAT-000529,2024-06-12 11:00:36,pre_dispatch,7.16,12.5,3.5
CHK-001587,BAT-000529,2024-06-14 05:31:12,arrival,4.78,17.1,2.3
CHK-001588,BAT-000530,2024-09-21 09:30:00,harvest,8.05,11.4,2.8
CHK-001589,BAT-000530,2024-12-02 10:33:36,pre_dispatch,5.25,14.1,5.4
CHK-001590,BAT-000530,2024-12-04 07:30:24,arrival,6.32,14.9,8.8
CHK-001591,BAT-000531,2024-08-28 11:15:00,harvest,7.12,14.5,3.9
CHK-001592,BAT-000531,2024-11-24 15:09:00,pre_dispatch,7.02,16.2,6.7
CHK-001593,BAT-000531,2024-11-25 19:14:24,arrival,6.53,15.6,14.4
CHK-001594,BAT-000532,2024-09-04 09:30:00,harvest,6.92,12.0,3.3
CHK-001595,BAT-000532,2024-09-19 13:04:48,pre_dispatch,5.34,14.4,7.5
CHK-001596,BAT-000532,2024-09-20 02:58:48,arrival,5.0,13.9,4.7
CHK-001597,BAT-000533,2024-09-15 11:00:00,harvest,7.57,15.6,1.0
CHK-001598,BAT-000533,2024-11-03 14:47:24,pre_dispatch,7.02,16.9,1.5
CHK-001599,BAT-000533,2024-11-05 08:33:12,arrival,5.55,13.6,1.9
CHK-001600,BAT-000534,2024-09-26 13:15:00,harvest,7.82,15.1,3.6
CHK-001601,BAT-000534,2024-11-30 13:46:12,pre_dispatch,7.26,14.8,2.9
CHK-001602,BAT-000534,2024-12-02 11:46:12,arrival,5.61,12.8,11.7
CHK-001603,BAT-000535,2024-10-25 10:45:00,harvest,7.08,12.5,2.4
CHK-001604,BAT-000535,2025-02-23 12:43:12,pre_dispatch,7.6,14.3,4.5
CHK-001605,BAT-000535,2025-02-23 22:42:12,arrival,5.26,11.8,5.0
CHK-001606,BAT-000536,2024-09-13 09:30:00,harvest,7.69,16.2,3.5
CHK-001607,BAT-000536,2024-12-28 10:42:00,pre_dispatch,6.05,16.0,7.6
CHK-001608,BAT-000536,2024-12-29 05:16:24,arrival,4.91,12.7,6.7
CHK-001609,BAT-000537,2024-07-10 12:45:00,harvest,7.71,12.6,1.4
CHK-001610,BAT-000537,2024-07-29 15:50:24,pre_dispatch,5.61,14.9,3.4
CHK-001611,BAT-000537,2024-07-30 10:49:12,arrival,4.87,16.0,17.1
CHK-001612,BAT-000538,2024-09-17 12:45:00,harvest,7.99,16.0,1.3
CHK-001613,BAT-000538,2024-12-31 13:31:12,pre_dispatch,5.46,12.8,5.0
CHK-001614,BAT-000538,2025-01-02 05:08:00,arrival,6.56,17.0,16.6
CHK-001615,BAT-000539,2024-09-19 11:00:00,harvest,7.57,16.0,1.0
CHK-001616,BAT-000539,2024-12-12 13:04:48,pre_dispatch,5.29,16.0,5.2
CHK-001617,BAT-000539,2024-12-14 02:10:24,arrival,6.97,16.7,16.5
CHK-001618,BAT-000540,2024-09-14 07:30:00,harvest,7.44,11.8,3.4
CHK-001619,BAT-000540,2024-12-05 09:49:48,pre_dispatch,6.96,12.7,1.8
CHK-001620,BAT-000540,2024-12-06 19:22:00,arrival,4.08,12.6,3.7
CHK-001621,BAT-000541,2024-10-10 12:15:00,harvest,7.69,11.3,2.4
CHK-001622,BAT-000541,2025-02-09 12:25:12,pre_dispatch,5.55,15.2,7.7
CHK-001623,BAT-000541,2025-02-10 23:31:48,arrival,5.31,14.8,9.0
CHK-001624,BAT-000542,2024-08-20 15:30:00,harvest,7.73,11.6,3.0
CHK-001625,BAT-000542,2024-12-20 17:10:48,pre_dispatch,7.8,14.4,7.2
CHK-001626,BAT-000542,2024-12-21 14:55:24,arrival,6.2,16.4,7.3
CHK-001627,BAT-000543,2024-09-30 10:30:00,harvest,8.24,11.4,0.7
CHK-001628,BAT-000543,2024-10-28 10:07:12,pre_dispatch,5.48,13.7,3.5
CHK-001629,BAT-000543,2024-10-30 04:59:24,arrival,6.96,13.4,7.9
CHK-001630,BAT-000544,2024-10-08 08:00:00,harvest,8.39,14.9,0.9
CHK-001631,BAT-000544,2025-01-02 08:52:48,pre_dispatch,7.77,12.7,6.3
CHK-001632,BAT-000544,2025-01-03 04:05:36,arrival,7.12,16.9,13.9
CHK-001633,BAT-000545,2024-10-18 09:45:00,harvest,8.18,11.9,2.1
CHK-001634,BAT-000545,2025-02-16 12:30:00,pre_dispatch,6.44,14.9,2.5
CHK-001635,BAT-000545,2025-02-17 09:28:00,arrival,5.44,15.1,17.2
CHK-001636,BAT-000546,2024-10-15 10:30:00,harvest,6.78,15.2,3.0
CHK-001637,BAT-000546,2025-01-13 10:18:36,pre_dispatch,5.24,13.3,1.8
CHK-001638,BAT-000546,2025-01-15 05:00:12,arrival,4.54,14.9,7.5
CHK-001639,BAT-000547,2024-09-25 13:15:00,harvest,7.29,14.7,2.4
CHK-001640,BAT-000547,2024-11-26 14:33:36,pre_dispatch,7.72,14.8,1.1
CHK-001641,BAT-000547,2024-11-28 08:10:48,arrival,5.06,16.6,2.2
CHK-001642,BAT-000548,2024-10-21 12:45:00,harvest,7.34,13.8,3.5
CHK-001643,BAT-000548,2024-12-16 15:13:48,pre_dispatch,6.77,15.3,2.5
CHK-001644,BAT-000548,2024-12-18 00:32:36,arrival,5.98,12.2,11.4
CHK-001645,BAT-000549,2024-08-15 08:30:00,harvest,7.87,16.2,2.6
CHK-001646,BAT-000549,2024-08-30 08:12:36,pre_dispatch,7.1,15.5,3.8
CHK-001647,BAT-000549,2024-08-31 07:51:12,arrival,4.25,16.8,3.8
CHK-001648,BAT-000550,2024-08-26 13:45:00,harvest,6.52,13.9,2.3
CHK-001649,BAT-000550,2024-11-28 13:18:00,pre_dispatch,6.48,14.6,7.0
CHK-001650,BAT-000550,2024-11-30 07:04:12,arrival,6.57,16.6,13.9
CHK-001651,BAT-000551,2024-10-10 11:15:00,harvest,7.01,12.8,1.9
CHK-001652,BAT-000551,2025-01-01 11:37:12,pre_dispatch,5.11,14.8,6.3
CHK-001653,BAT-000551,2025-01-02 23:51:12,arrival,5.18,13.7,16.0
CHK-001654,BAT-000552,2024-10-02 08:30:00,harvest,6.65,13.6,1.0
CHK-001655,BAT-000552,2024-12-26 10:45:36,pre_dispatch,6.14,16.5,6.1
CHK-001656,BAT-000552,2024-12-27 18:53:24,arrival,5.49,16.0,2.3
CHK-001657,BAT-000553,2024-10-17 13:30:00,harvest,7.71,13.5,3.5
CHK-001658,BAT-000553,2025-03-17 15:53:24,pre_dispatch,7.47,17.0,7.7
CHK-001659,BAT-000553,2025-03-18 11:43:48,arrival,5.95,11.9,2.6
CHK-001660,BAT-000554,2024-08-14 09:00:00,harvest,6.73,11.1,1.3
CHK-001661,BAT-000554,2024-09-07 11:45:36,pre_dispatch,5.61,14.1,3.3
CHK-001662,BAT-000554,2024-09-09 01:15:36,arrival,5.57,12.7,17.1
CHK-001663,BAT-000555,2024-10-03 14:00:00,harvest,7.93,13.7,2.8
CHK-001664,BAT-000555,2024-12-08 15:46:48,pre_dispatch,5.91,12.2,7.3
CHK-001665,BAT-000555,2024-12-10 04:31:12,arrival,6.91,14.9,12.4
CHK-001666,BAT-000556,2024-08-22 13:15:00,harvest,8.2,12.5,2.1
CHK-001667,BAT-000556,2024-09-05 13:16:48,pre_dispatch,7.78,14.9,2.8
CHK-001668,BAT-000556,2024-09-06 21:19:36,arrival,5.67,12.6,15.7
CHK-001669,BAT-000557,2024-07-05 07:45:00,harvest,7.32,15.0,3.2
CHK-001670,BAT-000557,2024-07-15 09:49:12,pre_dispatch,5.69,16.7,6.6
CHK-001671,BAT-000557,2024-07-15 19:57:24,arrival,4.89,11.8,2.3
CHK-001672,BAT-000558,2024-09-24 09:30:00,harvest,7.8,12.7,2.3
CHK-001673,BAT-000558,2024-11-21 10:13:12,pre_dispatch,6.48,15.9,4.0
CHK-001674,BAT-000558,2024-11-22 19:06:36,arrival,6.72,15.6,11.6
CHK-001675,BAT-000559,2024-10-16 09:15:00,harvest,7.64,13.8,2.3
CHK-001676,BAT-000559,2025-01-06 13:15:00,pre_dispatch,6.18,17.0,4.9
CHK-001677,BAT-000559,2025-01-06 22:19:36,arrival,4.79,15.1,7.8
CHK-001678,BAT-000560,2024-07-19 08:15:00,harvest,8.04,15.9,0.9
CHK-001679,BAT-000560,2024-07-30 10:21:36,pre_dispatch,5.45,16.7,4.1
CHK-001680,BAT-000560,2024-07-31 20:05:12,arrival,4.95,14.6,5.7
CHK-001681,BAT-000561,2024-10-15 13:45:00,harvest,7.8,13.1,3.9
CHK-001682,BAT-000561,2024-12-26 14:51:00,pre_dispatch,5.7,12.6,1.5
CHK-001683,BAT-000561,2024-12-28 03:39:24,arrival,4.46,16.8,4.3
CHK-001684,BAT-000562,2024-07-20 07:45:00,harvest,7.48,12.1,2.3
CHK-001685,BAT-000562,2024-08-03 08:18:36,pre_dispatch,6.34,15.1,5.2
CHK-001686,BAT-000562,2024-08-04 04:04:00,arrival,4.03,15.9,16.9
CHK-001687,BAT-000563,2024-06-13 09:15:00,harvest,8.02,11.0,1.5
CHK-001688,BAT-000563,2024-06-18 13:03:00,pre_dispatch,6.58,12.5,8.4
CHK-001689,BAT-000563,2024-06-20 00:33:36,arrival,6.84,13.9,9.8
CHK-001690,BAT-000564,2024-05-21 14:00:00,harvest,7.14,11.8,0.7
CHK-001691,BAT-000564,2024-05-27 13:36:36,pre_dispatch,6.73,12.5,5.1
CHK-001692,BAT-000564,2024-05-28 23:46:24,arrival,4.07,12.6,16.3
CHK-001693,BAT-000565,2024-06-29 15:00:00,harvest,7.02,14.7,3.3
CHK-001694,BAT-000565,2024-07-03 16:47:24,pre_dispatch,7.38,12.1,7.1
CHK-001695,BAT-000565,2024-07-04 01:54:00,arrival,4.9,12.1,7.8
CHK-001696,BAT-000566,2024-09-27 08:15:00,harvest,8.26,15.7,0.9
CHK-001697,BAT-000566,2025-01-19 09:30:00,pre_dispatch,7.63,14.4,1.6
CHK-001698,BAT-000566,2025-01-19 18:18:36,arrival,4.25,15.8,16.1
CHK-001699,BAT-000567,2024-08-05 10:30:00,harvest,8.44,13.9,3.3
CHK-001700,BAT-000567,2024-08-26 14:10:48,pre_dispatch,7.27,16.9,5.7
CHK-001701,BAT-000567,2024-08-28 02:37:48,arrival,4.44,13.1,13.9
CHK-001702,BAT-000568,2024-07-27 15:00:00,harvest,8.44,13.3,2.7
CHK-001703,BAT-000568,2024-08-10 18:32:24,pre_dispatch,5.19,14.0,3.5
CHK-001704,BAT-000568,2024-08-11 03:12:00,arrival,5.29,17.0,11.8
CHK-001705,BAT-000569,2024-05-23 15:00:00,harvest,8.08,14.1,1.7
CHK-001706,BAT-000569,2024-05-28 17:08:24,pre_dispatch,7.31,16.8,4.0
CHK-001707,BAT-000569,2024-05-29 01:51:48,arrival,4.89,12.1,7.5
CHK-001708,BAT-000570,2024-09-07 09:45:00,harvest,7.5,11.2,2.5
CHK-001709,BAT-000570,2024-12-06 11:43:48,pre_dispatch,5.65,16.0,6.2
CHK-001710,BAT-000570,2024-12-07 07:34:12,arrival,4.03,12.1,5.1
CHK-001711,BAT-000571,2024-10-11 07:00:00,harvest,8.27,16.5,0.9
CHK-001712,BAT-000571,2025-01-08 10:01:12,pre_dispatch,5.8,15.8,6.1
CHK-001713,BAT-000571,2025-01-09 05:27:12,arrival,4.34,16.5,6.0
CHK-001714,BAT-000572,2024-08-25 09:00:00,harvest,7.57,14.5,3.4
CHK-001715,BAT-000572,2024-11-28 12:16:12,pre_dispatch,7.4,15.7,2.2
CHK-001716,BAT-000572,2024-11-28 23:28:12,arrival,5.66,12.5,3.0
CHK-001717,BAT-000573,2024-10-15 15:15:00,harvest,8.1,15.1,2.8
CHK-001718,BAT-000573,2025-01-25 18:22:48,pre_dispatch,7.05,12.1,7.7
