shipment_id,batch_id,destination_market,destination_region,vehicle_type,planned_departure_datetime,planned_arrival_datetime,planned_duration_hours,actual_departure_datetime,actual_arrival_datetime,actual_delay_minutes,cold_chain_incident,transit_temp_mean_c
SHP-000321,BAT-000321,Berlin,Western Europe,Reefer Truck,2024-10-18 18:41:24,2024-10-20 08:41:24,38.0,2024-10-18 18:45:24,2024-10-20 08:45:24,4,False,2.9
SHP-000322,BAT-000322,Bucharest,Romania,Reefer Truck,2024-09-25 12:40:12,2024-09-26 02:40:12,14.0,2024-09-25 12:52:12,2024-09-26 02:52:12,12,False,3.3
SHP-000323,BAT-000323,Brașov,Romania,Reefer Truck,2024-10-24 15:31:12,2024-10-25 07:31:12,16.0,2024-10-24 15:31:12,2024-10-25 07:31:12,0,False,4.1
SHP-000324,BAT-000324,Brașov,Romania,Reefer Truck,2024-10-15 20:24:00,2024-10-16 12:24:00,16.0,2024-10-15 20:31:00,2024-10-16 12:31:00,7,False,3.0
SHP-000325,BAT-000325,Chișinău Local,Domestic,Insulated Van,2025-01-03 23:51:36,2025-01-04 03:51:36,4.0,2025-01-04 01:06:36,2025-01-04 05:06:36,75,False,3.7
SHP-000326,BAT-000326,Iași,Romania,Insulated Van,2025-03-03 20:04:12,2025-03-04 04:04:12,8.0,2025-03-03 20:15:12,2025-03-04 04:15:12,11,True,22.8
SHP-000327,BAT-000327,Prague,Central Europe,Reefer Truck,2024-09-26 15:01:12,2024-09-27 23:01:12,32.0,2024-09-26 15:24:12,2024-09-27 23:24:12,23,False,2.6
SHP-000328,BAT-000328,Bălți Wholesale,Domestic,Ambient Truck,2024-07-25 12:59:24,2024-07-25 17:59:24,5.0,2024-07-25 12:59:24,2024-07-25 17:59:24,0,False,23.0
SHP-000329,BAT-000329,Berlin,Western Europe,Reefer Truck,2024-11-22 12:25:12,2024-11-24 02:25:12,38.0,2024-11-22 12:58:12,2024-11-24 02:58:12,33,False,3.2
SHP-000330,BAT-000330,Chișinău Local,Domestic,Insulated Van,2024-11-04 14:32:24,2024-11-04 18:32:24,4.0,2024-11-04 14:36:24,2024-11-04 18:36:24,4,False,4.0
SHP-000331,BAT-000331,Warsaw,Central Europe,Reefer Truck,2024-09-15 13:00:00,2024-09-16 17:00:00,28.0,2024-09-15 13:26:00,2024-09-16 17:26:00,26,False,3.3
SHP-000332,BAT-000332,Bălți Wholesale,Domestic,Ambient Truck,2024-09-09 16:25:12,2024-09-09 21:25:12,5.0,2024-09-09 16:29:12,2024-09-09 21:29:12,4,False,21.1
SHP-000333,BAT-000333,Berlin,Western Europe,Reefer Truck,2024-07-19 15:45:00,2024-07-21 05:45:00,38.0,2024-07-19 16:05:00,2024-07-21 06:05:00,20,False,3.4
SHP-000334,BAT-000334,Chișinău Local,Domestic,Insulated Van,2025-01-08 11:56:24,2025-01-08 15:56:24,4.0,2025-01-08 13:11:24,2025-01-08 17:11:24,75,False,2.6
SHP-000335,BAT-000335,Bălți Wholesale,Domestic,Ambient Truck,2024-11-16 20:15:00,2024-11-17 01:15:00,5.0,2024-11-16 20:28:00,2024-11-17 01:28:00,13,True,33.1
SHP-000336,BAT-000336,Iași,Romania,Insulated Van,2024-10-30 14:55:48,2024-10-30 22:55:48,8.0,2024-10-30 14:55:48,2024-10-30 22:55:48,0,False,4.4
SHP-000337,BAT-000337,Warsaw,Central Europe,Reefer Truck,2024-09-15 20:30:00,2024-09-17 00:30:00,28.0,2024-09-15 20:40:00,2024-09-17 00:40:00,10,False,3.4
SHP-000338,BAT-000338,Chișinău Local,Domestic,Insulated Van,2025-01-25 13:46:48,2025-01-25 17:46:48,4.0,2025-01-25 13:46:48,2025-01-25 17:46:48,0,False,3.6
SHP-000339,BAT-000339,Iași,Romania,Insulated Van,2024-09-16 18:28:12,2024-09-17 02:28:12,8.0,2024-09-16 19:01:12,2024-09-17 03:01:12,33,False,3.0
SHP-000340,BAT-000340,Berlin,Western Europe,Reefer Truck,2024-10-29 19:07:12,2024-10-31 09:07:12,38.0,2024-10-29 19:18:12,2024-10-31 09:18:12,11,False,2.9
SHP-000341,BAT-000341,Warsaw,Central Europe,Reefer Truck,2024-09-02 18:27:00,2024-09-03 22:27:00,28.0,2024-09-02 20:20:00,2024-09-04 00:20:00,113,False,3.2
SHP-000342,BAT-000342,Warsaw,Central Europe,Reefer Truck,2025-03-13 17:58:48,2025-03-14 21:58:48,28.0,2025-03-13 19:58:48,2025-03-15 03:17:48,319,False,3.5
SHP-000343,BAT-000343,Chișinău Local,Domestic,Insulated Van,2024-09-02 17:04:12,2024-09-02 21:04:12,4.0,2024-09-02 17:04:12,2024-09-02 21:04:12,0,False,2.8
SHP-000344,BAT-000344,Chișinău Local,Domestic,Insulated Van,2024-11-12 19:43:48,2024-11-12 23:43:48,4.0,2024-11-12 19:43:48,2024-11-12 23:43:48,0,False,3.4
SHP-000345,BAT-000345,Warsaw,Central Europe,Reefer Truck,2024-11-21 17:30:00,2024-11-22 21:30:00,28.0,2024-11-21 17:30:00,2024-11-22 21:30:00,0,False,3.4
SHP-000346,BAT-000346,Brașov,Romania,Reefer Truck,2025-01-20 16:24:00,2025-01-21 08:24:00,16.0,2025-01-20 16:53:00,2025-01-21 08:53:00,29,False,2.8
SHP-000347,BAT-000347,Berlin,Western Europe,Reefer Truck,2024-10-10 17:06:36,2024-10-12 07:06:36,38.0,2024-10-10 17:38:36,2024-10-12 07:38:36,32,False,3.8
SHP-000348,BAT-000348,Brașov,Romania,Insulated Van,2024-08-18 19:28:48,2024-08-19 11:28:48,16.0,2024-08-18 19:57:48,2024-08-19 11:57:48,29,False,3.8
SHP-000349,BAT-000349,Warsaw,Central Europe,Reefer Truck,2024-11-08 14:54:00,2024-11-09 18:54:00,28.0,2024-11-08 14:57:00,2024-11-09 18:57:00,3,False,4.1
SHP-000350,BAT-000350,Bucharest,Romania,Reefer Truck,2024-09-12 17:44:24,2024-09-13 07:44:24,14.0,2024-09-12 19:44:24,2024-09-13 17:50:24,606,False,4.5
SHP-000351,BAT-000351,Prague,Central Europe,Reefer Truck,2024-12-16 15:54:36,2024-12-17 23:54:36,32.0,2024-12-16 15:54:36,2024-12-17 23:54:36,0,False,3.2
SHP-000352,BAT-000352,Iași,Romania,Reefer Truck,2024-06-03 18:30:00,2024-06-04 02:30:00,8.0,2024-06-03 20:30:00,2024-06-04 11:24:00,534,False,2.7
SHP-000353,BAT-000353,Warsaw,Central Europe,Reefer Truck,2024-11-27 23:13:12,2024-11-29 03:13:12,28.0,2024-11-28 00:44:12,2024-11-29 04:44:12,91,False,3.2
SHP-000354,BAT-000354,Bălți Wholesale,Domestic,Ambient Truck,2025-02-02 19:19:12,2025-02-03 00:19:12,5.0,2025-02-02 19:52:12,2025-02-03 00:52:12,33,False,22.0
SHP-000355,BAT-000355,Chișinău Local,Domestic,Insulated Van,2024-11-18 18:00:00,2024-11-18 22:00:00,4.0,2024-11-18 18:00:00,2024-11-18 22:00:00,0,False,4.0
SHP-000356,BAT-000356,Bucharest,Romania,Reefer Truck,2024-11-29 16:36:36,2024-11-30 06:36:36,14.0,2024-11-29 16:39:36,2024-11-30 06:39:36,3,False,3.7
SHP-000357,BAT-000357,Brașov,Romania,Reefer Truck,2024-12-04 21:02:24,2024-12-05 13:02:24,16.0,2024-12-04 21:15:24,2024-12-05 13:15:24,13,False,3.9
SHP-000358,BAT-000358,Iași,Romania,Insulated Van,2024-09-26 14:42:36,2024-09-26 22:42:36,8.0,2024-09-26 14:56:36,2024-09-26 22:56:36,14,False,3.1
SHP-000359,BAT-000359,Iași,Romania,Insulated Van,2024-11-18 14:37:12,2024-11-18 22:37:12,8.0,2024-11-18 14:37:12,2024-11-18 22:37:12,0,False,2.9
SHP-000360,BAT-000360,Berlin,Western Europe,Reefer Truck,2024-08-29 20:24:36,2024-08-31 10:24:36,38.0,2024-08-29 21:02:36,2024-08-31 11:02:36,38,False,2.7
SHP-000361,BAT-000361,Warsaw,Central Europe,Reefer Truck,2024-10-15 20:28:12,2024-10-17 00:28:12,28.0,2024-10-15 21:02:12,2024-10-17 01:02:12,34,False,3.9
SHP-000362,BAT-000362,Bălți Wholesale,Domestic,Ambient Truck,2025-03-20 23:13:48,2025-03-21 04:13:48,5.0,2025-03-20 23:15:48,2025-03-21 04:15:48,2,False,17.1
SHP-000363,BAT-000363,Chișinău Local,Domestic,Insulated Van,2024-11-24 11:39:00,2024-11-24 15:39:00,4.0,2024-11-24 11:39:00,2024-11-24 15:39:00,0,False,3.7
SHP-000364,BAT-000364,Bălți Wholesale,Domestic,Ambient Truck,2024-08-14 18:31:12,2024-08-14 23:31:12,5.0,2024-08-14 18:51:12,2024-08-14 23:51:12,20,True,33.6
SHP-000365,BAT-000365,Chișinău Local,Domestic,Insulated Van,2024-11-13 18:58:48,2024-11-13 22:58:48,4.0,2024-11-13 19:14:48,2024-11-13 23:14:48,16,False,4.1
SHP-000366,BAT-000366,Bălți Wholesale,Domestic,Ambient Truck,2024-12-09 20:15:00,2024-12-10 01:15:00,5.0,2024-12-09 20:15:00,2024-12-10 01:15:00,0,False,17.3
SHP-000367,BAT-000367,Berlin,Western Europe,Reefer Truck,2024-09-19 15:19:12,2024-09-21 05:19:12,38.0,2024-09-19 15:26:12,2024-09-21 05:26:12,7,False,4.1
SHP-000368,BAT-000368,Prague,Central Europe,Reefer Truck,2024-05-25 15:00:00,2024-05-26 23:00:00,32.0,2024-05-25 15:32:00,2024-05-26 23:32:00,32,False,4.4
SHP-000369,BAT-000369,Brașov,Romania,Reefer Truck,2024-12-05 18:46:48,2024-12-06 10:46:48,16.0,2024-12-05 19:25:48,2024-12-06 11:25:48,39,True,21.7
SHP-000370,BAT-000370,Warsaw,Central Europe,Reefer Truck,2024-11-02 14:03:36,2024-11-03 18:03:36,28.0,2024-11-02 15:26:36,2024-11-03 19:26:36,83,False,2.9
SHP-000371,BAT-000371,Chișinău Local,Domestic,Insulated Van,2024-11-14 22:35:24,2024-11-15 02:35:24,4.0,2024-11-14 23:17:24,2024-11-15 03:17:24,42,False,3.8
SHP-000372,BAT-000372,Bucharest,Romania,Reefer Truck,2024-08-19 16:23:24,2024-08-20 06:23:24,14.0,2024-08-19 16:23:24,2024-08-20 06:23:24,0,False,2.7
SHP-000373,BAT-000373,Prague,Central Europe,Reefer Truck,2024-07-03 14:09:36,2024-07-04 22:09:36,32.0,2024-07-03 16:09:36,2024-07-05 08:36:36,627,True,25.2
SHP-000374,BAT-000374,Prague,Central Europe,Reefer Truck,2024-08-10 15:15:36,2024-08-11 23:15:36,32.0,2024-08-10 16:51:36,2024-08-12 00:51:36,96,False,3.4
SHP-000375,BAT-000375,Chișinău Local,Domestic,Insulated Van,2024-10-15 13:19:48,2024-10-15 17:19:48,4.0,2024-10-15 13:23:48,2024-10-15 17:23:48,4,False,3.0
SHP-000376,BAT-000376,Bălți Wholesale,Domestic,Ambient Truck,2024-09-01 12:22:12,2024-09-01 17:22:12,5.0,2024-09-01 12:22:12,2024-09-01 17:22:12,0,False,20.7
SHP-000377,BAT-000377,Bălți Wholesale,Domestic,Ambient Truck,2024-11-08 16:22:12,2024-11-08 21:22:12,5.0,2024-11-08 16:22:12,2024-11-08 21:22:12,0,False,20.1
SHP-000378,BAT-000378,Warsaw,Central Europe,Reefer Truck,2024-11-03 13:04:12,2024-11-04 17:04:12,28.0,2024-11-03 13:06:12,2024-11-04 17:06:12,2,False,3.8
SHP-000379,BAT-000379,Brașov,Romania,Reefer Truck,2025-04-11 18:46:48,2025-04-12 10:46:48,16.0,2025-04-11 18:59:48,2025-04-12 10:59:48,13,False,4.5
SHP-000380,BAT-000380,Chișinău Local,Domestic,Insulated Van,2025-02-02 18:31:12,2025-02-02 22:31:12,4.0,2025-02-02 18:31:12,2025-02-02 22:31:12,0,False,3.1
SHP-000381,BAT-000381,Iași,Romania,Insulated Van,2024-10-05 16:52:12,2024-10-06 00:52:12,8.0,2024-10-05 17:05:12,2024-10-06 01:05:12,13,False,4.1
SHP-000382,BAT-000382,Berlin,Western Europe,Reefer Truck,2024-11-21 22:55:48,2024-11-23 12:55:48,38.0,2024-11-22 00:25:48,2024-11-23 14:25:48,90,True,21.2
SHP-000383,BAT-000383,Bălți Wholesale,Domestic,Ambient Truck,2025-01-14 14:57:36,2025-01-14 19:57:36,5.0,2025-01-14 16:23:36,2025-01-14 21:23:36,86,False,15.4
SHP-000384,BAT-000384,Iași,Romania,Insulated Van,2025-01-04 16:55:12,2025-01-05 00:55:12,8.0,2025-01-04 17:42:12,2025-01-05 01:42:12,47,False,3.2
SHP-000385,BAT-000385,Warsaw,Central Europe,Reefer Truck,2024-11-22 16:13:48,2024-11-23 20:13:48,28.0,2024-11-22 16:39:48,2024-11-23 20:39:48,26,False,3.6
SHP-000386,BAT-000386,Bucharest,Romania,Reefer Truck,2025-01-09 16:10:48,2025-01-10 06:10:48,14.0,2025-01-09 16:10:48,2025-01-10 06:10:48,0,False,2.6
SHP-000387,BAT-000387,Bălți Wholesale,Domestic,Ambient Truck,2025-01-31 12:59:24,2025-01-31 17:59:24,5.0,2025-01-31 14:59:24,2025-01-31 21:00:24,181,False,18.0
SHP-000388,BAT-000388,Berlin,Western Europe,Insulated Van,2024-07-09 15:54:00,2024-07-11 05:54:00,38.0,2024-07-09 16:00:00,2024-07-11 06:00:00,6,False,4.1
SHP-000389,BAT-000389,Berlin,Western Europe,Reefer Truck,2025-01-17 21:01:48,2025-01-19 11:01:48,38.0,2025-01-17 21:03:48,2025-01-19 11:03:48,2,False,3.5
SHP-000390,BAT-000390,Warsaw,Central Europe,Reefer Truck,2024-11-19 13:48:36,2024-11-20 17:48:36,28.0,2024-11-19 15:40:36,2024-11-20 19:40:36,112,False,2.8
SHP-000391,BAT-000391,Brașov,Romania,Reefer Truck,2024-11-11 19:04:48,2024-11-12 11:04:48,16.0,2024-11-11 19:26:48,2024-11-12 11:26:48,22,False,2.8
SHP-000392,BAT-000392,Prague,Central Europe,Reefer Truck,2024-11-17 13:46:12,2024-11-18 21:46:12,32.0,2024-11-17 13:46:12,2024-11-18 21:46:12,0,False,2.7
SHP-000393,BAT-000393,Iași,Romania,Insulated Van,2024-12-30 12:29:24,2024-12-30 20:29:24,8.0,2024-12-30 12:29:24,2024-12-30 20:29:24,0,False,4.2
SHP-000394,BAT-000394,Bălți Wholesale,Domestic,Ambient Truck,2025-02-19 17:48:36,2025-02-19 22:48:36,5.0,2025-02-19 17:48:36,2025-02-19 22:48:36,0,False,18.0
SHP-000395,BAT-000395,Bucharest,Romania,Reefer Truck,2024-10-13 17:08:24,2024-10-14 07:08:24,14.0,2024-10-13 18:09:24,2024-10-14 08:09:24,61,False,3.4
SHP-000396,BAT-000396,Bucharest,Romania,Reefer Truck,2024-12-24 15:25:48,2024-12-25 05:25:48,14.0,2024-12-24 16:16:48,2024-12-25 06:16:48,51,False,3.9
SHP-000397,BAT-000397,Brașov,Romania,Reefer Truck,2024-10-22 18:24:00,2024-10-23 10:24:00,16.0,2024-10-22 18:24:00,2024-10-23 10:24:00,0,False,2.9
SHP-000398,BAT-000398,Berlin,Western Europe,Insulated Van,2024-09-22 19:25:12,2024-09-24 09:25:12,38.0,2024-09-22 21:25:12,2024-09-24 18:46:12,561,False,2.8
SHP-000399,BAT-000399,Iași,Romania,Insulated Van,2024-10-25 19:15:36,2024-10-26 03:15:36,8.0,2024-10-25 19:22:36,2024-10-26 03:22:36,7,False,2.7
SHP-000400,BAT-000400,Prague,Central Europe,Reefer Truck,2024-11-23 16:54:36,2024-11-25 00:54:36,32.0,2024-11-23 16:54:36,2024-11-25 00:54:36,0,False,3.5
SHP-000401,BAT-000401,Prague,Central Europe,Reefer Truck,2025-01-13 18:43:12,2025-01-15 02:43:12,32.0,2025-01-13 19:43:12,2025-01-15 03:43:12,60,False,3.9
SHP-000402,BAT-000402,Brașov,Romania,Reefer Truck,2024-12-25 18:10:12,2024-12-26 10:10:12,16.0,2024-12-25 18:10:12,2024-12-26 10:10:12,0,False,3.8
SHP-000403,BAT-000403,Warsaw,Central Europe,Insulated Van,2024-07-18 19:16:12,2024-07-19 23:16:12,28.0,2024-07-18 21:16:12,2024-07-20 05:05:12,349,False,4.2
SHP-000404,BAT-000404,Bălți Wholesale,Domestic,Ambient Truck,2024-09-22 12:37:12,2024-09-22 17:37:12,5.0,2024-09-22 12:37:12,2024-09-22 17:37:12,0,False,21.7
SHP-000405,BAT-000405,Bălți Wholesale,Domestic,Ambient Truck,2024-12-10 15:43:12,2024-12-10 20:43:12,5.0,2024-12-10 16:04:12,2024-12-10 21:04:12,21,False,19.5
SHP-000406,BAT-000406,Bucharest,Romania,Reefer Truck,2024-12-09 15:39:00,2024-12-10 05:39:00,14.0,2024-12-09 15:51:00,2024-12-10 05:51:00,12,False,4.0
SHP-000407,BAT-000407,Iași,Romania,Insulated Van,2025-01-15 16:19:12,2025-01-16 00:19:12,8.0,2025-01-15 16:33:12,2025-01-16 00:33:12,14,False,2.9
SHP-000408,BAT-000408,Prague,Central Europe,Reefer Truck,2025-01-12 12:04:12,2025-01-13 20:04:12,32.0,2025-01-12 12:15:12,2025-01-13 20:15:12,11,False,3.5
SHP-000409,BAT-000409,Iași,Romania,Insulated Van,2024-09-26 16:07:12,2024-09-27 00:07:12,8.0,2024-09-26 17:02:12,2024-09-27 01:02:12,55,False,4.4
SHP-000410,BAT-000410,Iași,Romania,Insulated Van,2024-10-27 21:45:36,2024-10-28 05:45:36,8.0,2024-10-27 21:45:36,2024-10-28 05:45:36,0,False,4.2
SHP-000411,BAT-000411,Chișinău Local,Domestic,Insulated Van,2024-10-03 22:42:36,2024-10-04 02:42:36,4.0,2024-10-03 22:42:36,2024-10-04 02:42:36,0,False,4.1
SHP-000412,BAT-000412,Berlin,Western Europe,Reefer Truck,2024-11-13 22:45:00,2024-11-15 12:45:00,38.0,2024-11-13 22:45:00,2024-11-15 12:45:00,0,False,2.8
SHP-000413,BAT-000413,Prague,Central Europe,Reefer Truck,2025-01-07 17:39:36,2025-01-09 01:39:36,32.0,2025-01-07 17:59:36,2025-01-09 01:59:36,20,False,4.2
SHP-000414,BAT-000414,Warsaw,Central Europe,Reefer Truck,2024-05-27 12:49:48,2024-05-28 16:49:48,28.0,2024-05-27 13:58:48,2024-05-28 17:58:48,69,False,4.0
SHP-000415,BAT-000415,Bucharest,Romania,Reefer Truck,2024-08-29 20:33:00,2024-08-30 10:33:00,14.0,2024-08-29 20:36:00,2024-08-30 10:36:00,3,False,3.9
SHP-000416,BAT-000416,Chișinău Local,Domestic,Insulated Van,2025-01-23 17:51:00,2025-01-23 21:51:00,4.0,2025-01-23 18:21:00,2025-01-23 22:21:00,30,False,3.7
SHP-000417,BAT-000417,Bălți Wholesale,Domestic,Ambient Truck,2024-09-16 19:56:24,2024-09-17 00:56:24,5.0,2024-09-16 20:00:24,2024-09-17 01:00:24,4,True,25.7
SHP-000418,BAT-000418,Berlin,Western Europe,Reefer Truck,2024-07-25 15:33:00,2024-07-27 05:33:00,38.0,2024-07-25 15:33:00,2024-07-27 05:33:00,0,False,3.9
SHP-000419,BAT-000419,Iași,Romania,Insulated Van,2024-07-30 12:43:12,2024-07-30 20:43:12,8.0,2024-07-30 12:47:12,2024-07-30 20:47:12,4,False,4.3
SHP-000420,BAT-000420,Brașov,Romania,Reefer Truck,2024-08-23 17:58:12,2024-08-24 09:58:12,16.0,2024-08-23 17:58:12,2024-08-24 09:58:12,0,False,4.4
SHP-000421,BAT-000421,Warsaw,Central Europe,Reefer Truck,2025-01-04 22:49:48,2025-01-06 02:49:48,28.0,2025-01-04 23:19:48,2025-01-06 03:19:48,30,False,4.1
SHP-000422,BAT-000422,Iași,Romania,Insulated Van,2024-12-05 12:06:36,2024-12-05 20:06:36,8.0,2024-12-05 12:14:36,2024-12-05 20:14:36,8,False,3.9
SHP-000423,BAT-000423,Bucharest,Romania,Reefer Truck,2024-12-31 20:58:12,2025-01-01 10:58:12,14.0,2024-12-31 21:05:12,2025-01-01 11:05:12,7,True,15.2
SHP-000424,BAT-000424,Bucharest,Romania,Reefer Truck,2024-12-17 22:36:36,2024-12-18 12:36:36,14.0,2024-12-17 23:01:36,2024-12-18 13:01:36,25,False,4.3
SHP-000425,BAT-000425,Warsaw,Central Europe,Reefer Truck,2024-11-27 16:54:00,2024-11-28 20:54:00,28.0,2024-11-27 16:57:00,2024-11-28 20:57:00,3,False,3.0
SHP-000426,BAT-000426,Chișinău Local,Domestic,Insulated Van,2025-01-03 15:12:00,2025-01-03 19:12:00,4.0,2025-01-03 15:26:00,2025-01-03 19:26:00,14,False,2.7
SHP-000427,BAT-000427,Iași,Romania,Insulated Van,2025-01-29 12:57:36,2025-01-29 20:57:36,8.0,2025-01-29 13:06:36,2025-01-29 21:06:36,9,False,3.0
SHP-000428,BAT-000428,Bălți Wholesale,Domestic,Ambient Truck,2025-01-22 19:48:00,2025-01-23 00:48:00,5.0,2025-01-22 21:19:00,2025-01-23 02:19:00,91,True,25.7
SHP-000429,BAT-000429,Iași,Romania,Insulated Van,2024-09-28 18:28:48,2024-09-29 02:28:48,8.0,2024-09-28 19:14:48,2024-09-29 03:14:48,46,False,2.7
SHP-000430,BAT-000430,Chișinău Local,Domestic,Insulated Van,2024-11-30 16:37:48,2024-11-30 20:37:48,4.0,2024-11-30 16:40:48,2024-11-30 20:40:48,3,False,3.2
SHP-000431,BAT-000431,Bucharest,Romania,Reefer Truck,2025-03-04 14:32:24,2025-03-05 04:32:24,14.0,2025-03-04 16:16:24,2025-03-05 06:16:24,104,False,2.7
SHP-000432,BAT-000432,Berlin,Western Europe,Reefer Truck,2024-12-28 15:24:36,2024-12-30 05:24:36,38.0,2024-12-28 17:24:36,2024-12-30 10:30:36,306,False,4.4
SHP-000433,BAT-000433,Chișinău Local,Domestic,Insulated Van,2025-02-07 17:13:12,2025-02-07 21:13:12,4.0,2025-02-07 17:26:12,2025-02-07 21:26:12,13,False,2.8
SHP-000434,BAT-000434,Berlin,Western Europe,Reefer Truck,2024-12-01 15:08:24,2024-12-03 05:08:24,38.0,2024-12-01 17:08:24,2024-12-03 10:15:24,307,False,3.1
SHP-000435,BAT-000435,Iași,Romania,Insulated Van,2024-08-05 17:18:00,2024-08-06 01:18:00,8.0,2024-08-05 18:39:00,2024-08-06 02:39:00,81,False,4.1
SHP-000436,BAT-000436,Iași,Romania,Insulated Van,2025-01-05 15:01:12,2025-01-05 23:01:12,8.0,2025-01-05 15:06:12,2025-01-05 23:06:12,5,False,3.3
SHP-000437,BAT-000437,Bucharest,Romania,Reefer Truck,2024-11-22 15:59:24,2024-11-23 05:59:24,14.0,2024-11-22 16:08:24,2024-11-23 06:08:24,9,False,3.0
SHP-000438,BAT-000438,Chișinău Local,Domestic,Insulated Van,2024-11-04 19:40:48,2024-11-04 23:40:48,4.0,2024-11-04 20:34:48,2024-11-05 00:34:48,54,False,3.0
SHP-000439,BAT-000439,Chișinău Local,Domestic,Insulated Van,2025-02-14 21:52:12,2025-02-15 01:52:12,4.0,2025-02-14 21:58:12,2025-02-15 01:58:12,6,False,4.4
SHP-000440,BAT-000440,Iași,Romania,Insulated Van,2024-11-19 18:42:36,2024-11-20 02:42:36,8.0,2024-11-19 18:42:36,2024-11-20 02:42:36,0,False,3.8
SHP-000441,BAT-000441,Berlin,Western Europe,Reefer Truck,2024-12-27 11:09:00,2024-12-29 01:09:00,38.0,2024-12-27 11:09:00,2024-12-29 01:09:00,0,False,3.0
SHP-000442,BAT-000442,Prague,Central Europe,Reefer Truck,2024-12-31 16:07:48,2025-01-02 00:07:48,32.0,2024-12-31 17:01:48,2025-01-02 01:01:48,54,False,3.0
SHP-000443,BAT-000443,Brașov,Romania,Reefer Truck,2024-11-04 13:33:00,2024-11-05 05:33:00,16.0,2024-11-04 13:41:00,2024-11-05 05:41:00,8,False,4.1
SHP-000444,BAT-000444,Chișinău Local,Domestic,Insulated Van,2024-09-13 19:06:00,2024-09-13 23:06:00,4.0,2024-09-13 19:16:00,2024-09-13 23:16:00,10,False,2.9
SHP-000445,BAT-000445,Brașov,Romania,Reefer Truck,2024-11-11 14:45:36,2024-11-12 06:45:36,16.0,2024-11-11 16:45:36,2024-11-12 15:02:36,497,False,3.6
SHP-000446,BAT-000446,Bălți Wholesale,Domestic,Ambient Truck,2024-09-23 21:19:48,2024-09-24 02:19:48,5.0,2024-09-23 21:38:48,2024-09-24 02:38:48,19,True,28.9
SHP-000447,BAT-000447,Chișinău Local,Domestic,Insulated Van,2024-09-03 17:23:24,2024-09-03 21:23:24,4.0,2024-09-03 17:23:24,2024-09-03 21:23:24,0,False,3.4
SHP-000448,BAT-000448,Chișinău Local,Domestic,Insulated Van,2024-11-09 15:59:24,2024-11-09 19:59:24,4.0,2024-11-09 16:25:24,2024-11-09 20:25:24,26,False,3.5
SHP-000449,BAT-000449,Prague,Central Europe,Reefer Truck,2024-11-21 18:39:00,2024-11-23 02:39:00,32.0,2024-11-21 18:56:00,2024-11-23 02:56:00,17,False,3.1
SHP-000450,BAT-000450,Bucharest,Romania,Reefer Truck,2024-05-30 13:43:48,2024-05-31 03:43:48,14.0,2024-05-30 14:47:48,2024-05-31 04:47:48,64,False,3.8
SHP-000451,BAT-000451,Berlin,Western Europe,Reefer Truck,2025-03-09 21:52:12,2025-03-11 11:52:12,38.0,2025-03-09 22:05:12,2025-03-11 12:05:12,13,False,4.4
SHP-000452,BAT-000452,Prague,Central Europe,Reefer Truck,2024-07-10 13:19:12,2024-07-11 21:19:12,32.0,2024-07-10 15:19:12,2024-07-12 04:41:12,442,False,3.7
SHP-000453,BAT-000453,Bucharest,Romania,Reefer Truck,2024-08-20 13:15:36,2024-08-21 03:15:36,14.0,2024-08-20 14:39:36,2024-08-21 04:39:36,84,False,2.8
SHP-000454,BAT-000454,Iași,Romania,Insulated Van,2025-01-11 17:45:36,2025-01-12 01:45:36,8.0,2025-01-11 17:45:36,2025-01-12 01:45:36,0,False,2.6
SHP-000455,BAT-000455,Bălți Wholesale,Domestic,Ambient Truck,2025-01-07 17:19:48,2025-01-07 22:19:48,5.0,2025-01-07 17:30:48,2025-01-07 22:30:48,11,False,18.2
SHP-000456,BAT-000456,Bucharest,Romania,Reefer Truck,2025-01-21 12:36:36,2025-01-22 02:36:36,14.0,2025-01-21 13:33:36,2025-01-22 03:33:36,57,False,2.7
SHP-000457,BAT-000457,Brașov,Romania,Reefer Truck,2025-01-18 13:00:36,2025-01-19 05:00:36,16.0,2025-01-18 13:00:36,2025-01-19 05:00:36,0,False,2.5
SHP-000458,BAT-000458,Prague,Central Europe,Reefer Truck,2025-01-21 16:38:24,2025-01-23 00:38:24,32.0,2025-01-21 16:55:24,2025-01-23 00:55:24,17,False,3.0
SHP-000459,BAT-000459,Brașov,Romania,Reefer Truck,2024-09-20 20:51:00,2024-09-21 12:51:00,16.0,2024-09-20 20:51:00,2024-09-21 12:51:00,0,False,4.0
SHP-000460,BAT-000460,Iași,Romania,Reefer Truck,2024-07-02 13:44:24,2024-07-02 21:44:24,8.0,2024-07-02 14:55:24,2024-07-02 22:55:24,71,False,3.4
SHP-000461,BAT-000461,Iași,Romania,Insulated Van,2024-09-01 16:44:24,2024-09-02 00:44:24,8.0,2024-09-01 16:51:24,2024-09-02 00:51:24,7,False,4.4
SHP-000462,BAT-000462,Berlin,Western Europe,Reefer Truck,2024-12-26 23:01:12,2024-12-28 13:01:12,38.0,2024-12-26 23:05:12,2024-12-28 13:05:12,4,False,3.8
SHP-000463,BAT-000463,Prague,Central Europe,Reefer Truck,2024-09-04 19:48:36,2024-09-06 03:48:36,32.0,2024-09-04 21:48:36,2024-09-06 11:13:36,445,False,3.1
